post,pre,syn,share,pre_superclass,pre_nt,pre_n,hb_syn,hb_share
FB4O,CRE070,87,0.011,cb_intrinsic,acetylcholine,2,32,0.006
FB4P_a,SMP124,93,0.011,cb_intrinsic,glutamate,4,97,0.009
FB4P_a,mALD1,90,0.011,cb_intrinsic,gaba,2,38,0.004
FB4P_b,CRE071,50,0.011,cb_intrinsic,acetylcholine,2,16,0.001
FB4R,SMP056,76,0.011,cb_intrinsic,glutamate,2,36,0.009
FB4R,KCg-m,74,0.011,cb_intrinsic,acetylcholine,1342,87,0.022
FB4X,CRE067,94,0.011,cb_intrinsic,acetylcholine,6,19,0.002
FB5AB,M_lvPNm25,139,0.011,cb_intrinsic,acetylcholine,4,55,0.006
FB5AB,LHCENT8,138,0.011,cb_intrinsic,gaba,4,114,0.013
FB5D,SMP165,80,0.011,cb_intrinsic,glutamate,2,12,0.002
FB5G_a,CRE074,53,0.011,cb_intrinsic,glutamate,2,0,
FB5H,SMP347,91,0.011,cb_intrinsic,acetylcholine,12,74,0.01
FB5I,CRE071,86,0.011,cb_intrinsic,acetylcholine,2,48,0.006
FB5I,MBON30,84,0.011,cb_intrinsic,glutamate,2,158,0.019
FB5Q,SIP065,74,0.011,cb_intrinsic,glutamate,2,77,0.014
FB5V_c,CRE022,54,0.011,cb_intrinsic,glutamate,2,0,
FB5X,SIP073,106,0.011,cb_intrinsic,acetylcholine,6,44,0.005
FB6D,CB2535,67,0.011,cb_intrinsic,acetylcholine,2,0,0.0
FB6D,CB3446,66,0.011,cb_intrinsic,acetylcholine,5,0,0.0
FB6H,CB4157,81,0.011,cb_intrinsic,glutamate,6,0,0.0
FB6M,LAL168,75,0.011,cb_intrinsic,acetylcholine,2,0,0.0
FB7E,CRE105,75,0.011,cb_intrinsic,acetylcholine,2,47,0.008
FB7E,SLP074,73,0.011,cb_intrinsic,acetylcholine,2,41,0.007
FB7E,SMP235,71,0.011,cb_intrinsic,glutamate,2,14,0.003
FB7I,SMP535,88,0.011,cb_intrinsic,glutamate,4,22,0.003
FB7I,SMP743,86,0.011,cb_intrinsic,acetylcholine,4,0,0.0
FB8C,SLP324,54,0.011,cb_intrinsic,acetylcholine,10,16,0.003
FB8F_a,SLP281,55,0.011,cb_intrinsic,glutamate,2,14,0.003
FB8F_a,CB1610,55,0.011,cb_intrinsic,glutamate,4,0,0.0
FB8F_a,SMP049,52,0.011,cb_intrinsic,gaba,2,19,0.005
FB8F_b,CB3005,66,0.011,cb_intrinsic,glutamate,7,0,0.0
FB8F_b,SMP049,65,0.011,cb_intrinsic,gaba,2,41,0.01
FB8F_b,CB4110,64,0.011,cb_intrinsic,acetylcholine,14,0,0.0
FB8F_b,CB1281,64,0.011,cb_intrinsic,glutamate,3,0,0.0
FB8G,SMP352,68,0.011,cb_intrinsic,acetylcholine,12,52,0.008
FS4C,CB2517,72,0.011,cb_intrinsic,glutamate,3,0,0.0
GLNO,CB2037,102,0.011,cb_intrinsic,acetylcholine,6,0,0.0
IbSpsP,AN07B037_a,191,0.011,ascending_neuron,acetylcholine,4,0,0.0
IbSpsP,LoVC25,189,0.011,visual_centrifugal,acetylcholine,22,0,0.0
IbSpsP,PS197,186,0.011,cb_intrinsic,acetylcholine,4,0,0.0
LCNOp,PLP161,76,0.011,cb_intrinsic,acetylcholine,4,52,0.009
LCNOpm,LAL037,201,0.011,cb_intrinsic,acetylcholine,4,28,0.003
LCNOpm,LAL109,198,0.011,cb_intrinsic,gaba,4,60,0.007
LCNOpm,CB1956,190,0.011,cb_intrinsic,acetylcholine,6,0,0.0
LNOa,CB1956,58,0.011,cb_intrinsic,acetylcholine,6,0,0.0
LPsP,OA-AL2i1,139,0.011,visual_centrifugal,unclear,2,0,0.0
vDeltaI_b,OA-VPM3,122,0.011,cb_intrinsic,octopamine,2,0,
EPG,LAL184,1997,0.01,cb_intrinsic,acetylcholine,2,553,0.003
ER1_a,WED181,99,0.01,cb_intrinsic,acetylcholine,2,44,0.005
ER2_a,AOTU046,206,0.01,cb_intrinsic,glutamate,4,86,0.007
ExR1,TuBu03,530,0.01,cb_intrinsic,acetylcholine,23,327,0.008
ExR1,TuBu10,521,0.01,cb_intrinsic,acetylcholine,15,231,0.006
ExR3,SMP188,147,0.01,cb_intrinsic,acetylcholine,2,214,0.013
ExR5,MeVP7,126,0.01,visual_projection,acetylcholine,23,0,0.0
FB1C,LHPV5l1,136,0.01,cb_intrinsic,acetylcholine,2,61,0.007
FB1C,CB1062,132,0.01,cb_intrinsic,glutamate,8,0,0.0
FB1H,OA-VPM3,128,0.01,cb_intrinsic,octopamine,2,182,0.011
FB1H,CRE005,125,0.01,cb_intrinsic,acetylcholine,4,160,0.01
FB2A,SIP067,99,0.01,cb_intrinsic,acetylcholine,2,60,0.008
FB2C,CRE056,51,0.01,cb_intrinsic,gaba,8,54,0.007
FB2C,SIP029,50,0.01,cb_intrinsic,acetylcholine,2,78,0.009
FB2G_b,SMP048,62,0.01,cb_intrinsic,acetylcholine,2,25,0.006
FB2K,LAL051,76,0.01,cb_intrinsic,glutamate,2,25,0.005
FB2K,CRE003_a,74,0.01,cb_intrinsic,acetylcholine,7,44,0.008
FB2K,OA-VUMa1,73,0.01,cb_intrinsic,octopamine,2,34,0.006
FB3A,OA-VPM3,117,0.01,cb_intrinsic,octopamine,2,90,0.011
FB3A,CB0086,112,0.01,cb_intrinsic,gaba,1,0,0.0
FB4C,SMP254,113,0.01,cb_intrinsic,acetylcholine,2,94,0.009
FB4F_a,LAL149,52,0.01,cb_intrinsic,glutamate,4,49,0.004
FB4G,AVLP705m,59,0.01,cb_intrinsic,acetylcholine,9,0,0.0
FB4H,AVLP705m,61,0.01,cb_intrinsic,acetylcholine,9,0,0.0
FB4K,CL251,77,0.01,cb_intrinsic,acetylcholine,2,32,0.005
FB4L,LAL203,97,0.01,cb_intrinsic,acetylcholine,4,14,0.003
FB4L,CB4112,92,0.01,cb_intrinsic,glutamate,11,0,0.0
FB4M,mALB5,200,0.01,cb_intrinsic,gaba,2,59,0.004
FB4N,SMP118,125,0.01,cb_intrinsic,glutamate,2,92,0.008
FB4N,SMP138,122,0.01,cb_intrinsic,glutamate,2,90,0.008
FB4N,SMP593,121,0.01,cb_intrinsic,gaba,2,170,0.015
FB4P_a,CL129,85,0.01,cb_intrinsic,acetylcholine,2,107,0.01
FB4R,CRE044,68,0.01,cb_intrinsic,gaba,8,48,0.012
FB4R,MBON05,66,0.01,cb_intrinsic,glutamate,2,39,0.01
FB4R,CRE006,65,0.01,cb_intrinsic,glutamate,2,18,0.004
FB4X,ATL002,84,0.01,cb_intrinsic,glutamate,2,34,0.004
FB5A,LC33,241,0.01,visual_projection,glutamate,32,0,0.0
FB5AB,CRE056,117,0.01,cb_intrinsic,gaba,8,95,0.01
FB5AB,SMP119,117,0.01,cb_intrinsic,glutamate,2,30,0.003
FB5B,SLP021,50,0.01,cb_intrinsic,glutamate,6,5,0.001
FB5D,CL326,68,0.01,cb_intrinsic,acetylcholine,2,47,0.009
FB5H,SMP026,86,0.01,cb_intrinsic,acetylcholine,2,34,0.004
FB5H,SIP076,84,0.01,cb_intrinsic,acetylcholine,20,19,0.002
FB5I,CB2550,75,0.01,cb_intrinsic,acetylcholine,5,0,0.0
FB5I,LHPD5f1,73,0.01,cb_intrinsic,glutamate,2,35,0.004
FB5N,CRE023,53,0.01,cb_intrinsic,glutamate,2,50,0.014
FB5Q,SMP507,71,0.01,cb_intrinsic,acetylcholine,2,73,0.013
FB5V_a,LAL116,74,0.01,cb_intrinsic,acetylcholine,2,0,
FB5V_a,DNpe027,71,0.01,descending_neuron,acetylcholine,2,0,
FB5V_c,GNG104,51,0.01,cb_intrinsic,acetylcholine,2,0,
FB5V_c,CRE012,50,0.01,cb_intrinsic,gaba,2,0,
FB5X,mALD1,94,0.01,cb_intrinsic,gaba,2,68,0.007
FB6A_b,SLP073,68,0.01,cb_intrinsic,acetylcholine,2,0,
FB6A_c,SMP407,99,0.01,cb_intrinsic,acetylcholine,2,0,
FB6A_c,SMP250,93,0.01,cb_intrinsic,glutamate,2,0,
FB6C_b,SMP034,80,0.01,cb_intrinsic,glutamate,4,20,0.004
FB6D,SMP347,64,0.01,cb_intrinsic,acetylcholine,12,56,0.009
FB6D,SMP034,62,0.01,cb_intrinsic,glutamate,4,26,0.004
FB6H,CRE107,72,0.01,cb_intrinsic,glutamate,2,36,0.005
FB6M,AN19B017,63,0.01,ascending_neuron,acetylcholine,2,0,0.0
FB6U,SIP065,75,0.01,cb_intrinsic,glutamate,2,42,0.006
FB6U,CRE072,69,0.01,cb_intrinsic,acetylcholine,4,46,0.007
FB7B,SLP372,52,0.01,cb_intrinsic,acetylcholine,4,26,0.006
FB7G,SMP304,50,0.01,cb_intrinsic,gaba,4,22,0.007
FB7L,LHPV5e2,83,0.01,cb_intrinsic,acetylcholine,2,32,0.005
FB7L,SMP082,80,0.01,cb_intrinsic,glutamate,4,66,0.011
FB7L,CB4134,79,0.01,cb_intrinsic,glutamate,9,0,0.0
FB8F_b,CB1617,62,0.01,cb_intrinsic,glutamate,22,0,0.0
FB8F_b,SMP504,58,0.01,cb_intrinsic,acetylcholine,2,57,0.014
FB8I,CB3541,53,0.01,cb_intrinsic,acetylcholine,4,0,0.0
FB8I,SMP598,51,0.01,cb_intrinsic,glutamate,2,0,0.0
FC2C,LAL076,473,0.01,cb_intrinsic,glutamate,2,287,0.007
LCNOp,LAL303m,63,0.01,cb_intrinsic,acetylcholine,5,0,0.0
LCNOpm,LAL136_b,184,0.01,cb_intrinsic,acetylcholine,7,91,0.01
LCNOpm,LAL035,182,0.01,cb_intrinsic,acetylcholine,4,60,0.007
LCNOpm,AOTU001,170,0.01,cb_intrinsic,acetylcholine,7,0,0.0
LNO2,Nod2,188,0.01,visual_projection,gaba,2,0,0.0
LNO2,WED153,186,0.01,cb_intrinsic,acetylcholine,6,98,0.009
LPsP,VES056,129,0.01,cb_intrinsic,acetylcholine,2,0,0.0
PFGs,OA-VPM3,342,0.01,cb_intrinsic,octopamine,2,614,0.016
PFR_a,OA-VPM3,427,0.01,cb_intrinsic,octopamine,2,615,0.015
PFR_a,FB5V_b,407,0.01,cb_intrinsic,glutamate,6,0,0.0
hDeltaJ,OA-VPM3,377,0.01,cb_intrinsic,octopamine,2,513,0.019
hDeltaM,OA-VPM3,255,0.01,cb_intrinsic,octopamine,2,227,0.011
vDeltaH,OA-VPM3,64,0.01,cb_intrinsic,octopamine,2,133,0.012
vDeltaJ,OA-VPM3,55,0.01,cb_intrinsic,octopamine,2,84,0.016
ER1_a,WEDPN18,90,0.009,cb_intrinsic,acetylcholine,3,16,0.002
ER2_c,AOTU046,308,0.009,cb_intrinsic,glutamate,4,250,0.008
ER3a_b,SMP183,51,0.009,cb_intrinsic,acetylcholine,2,1,0.0
ExR1,SMP238,471,0.009,cb_intrinsic,acetylcholine,2,209,0.005
ExR2,WED038,96,0.009,cb_intrinsic,glutamate,16,21,0.002
ExR3,WEDPN7A,136,0.009,cb_intrinsic,acetylcholine,7,42,0.002
ExR6,LAL056,187,0.009,cb_intrinsic,gaba,6,83,0.007
ExR6,OA-VUMa1,182,0.009,cb_intrinsic,octopamine,2,106,0.008
FB1C,SMP184,122,0.009,cb_intrinsic,acetylcholine,2,48,0.005
FB1C,aIPg1,115,0.009,cb_intrinsic,acetylcholine,8,16,0.002
FB2B_a,LHPV5e3,85,0.009,cb_intrinsic,acetylcholine,2,82,0.01
FB2F_a,SIP029,63,0.009,cb_intrinsic,acetylcholine,2,40,0.007
FB2F_a,SMP541,60,0.009,cb_intrinsic,glutamate,2,33,0.006
FB2F_a,PLP026,59,0.009,cb_intrinsic,gaba,8,0,0.0
FB2F_a,LHAD3g1,59,0.009,cb_intrinsic,glutamate,4,17,0.003
FB2G_b,CB2638,58,0.009,cb_intrinsic,acetylcholine,6,0,0.0
FB2G_b,LAL032,58,0.009,cb_intrinsic,acetylcholine,2,75,0.019
FB2I_a,PLP071,100,0.009,cb_intrinsic,acetylcholine,4,107,0.009
FB2K,CB1128,66,0.009,cb_intrinsic,gaba,4,0,0.0
FB2K,LAL073,66,0.009,cb_intrinsic,glutamate,2,24,0.004
FB3C,LAL064,82,0.009,cb_intrinsic,acetylcholine,4,4,0.001
FB4C,MBON21,108,0.009,cb_intrinsic,acetylcholine,2,142,0.013
FB4C,SIP065,105,0.009,cb_intrinsic,glutamate,2,131,0.012
FB4G,CRE106,56,0.009,cb_intrinsic,acetylcholine,4,68,0.01
FB4G,SMP377,54,0.009,cb_intrinsic,acetylcholine,15,12,0.002
FB4G,SMP712m,51,0.009,cb_intrinsic,unclear,2,0,0.0
FB4H,CRE037,52,0.009,cb_intrinsic,glutamate,6,36,0.005
FB4K,CRE065,73,0.009,cb_intrinsic,acetylcholine,4,50,0.007
FB4K,AVLP477,73,0.009,cb_intrinsic,acetylcholine,2,50,0.007
FB4K,CB0951,70,0.009,cb_intrinsic,glutamate,6,0,0.0
FB4K,AVLP562,69,0.009,cb_intrinsic,acetylcholine,2,53,0.008
FB4K,LHPV7c1,68,0.009,cb_intrinsic,acetylcholine,2,31,0.005
FB4K,SIP128m,68,0.009,cb_intrinsic,acetylcholine,5,0,0.0
FB4L,SMP150,85,0.009,cb_intrinsic,glutamate,2,47,0.009
FB4M,CRE004,183,0.009,cb_intrinsic,acetylcholine,2,32,0.002
FB4M,SMP238,182,0.009,cb_intrinsic,acetylcholine,2,37,0.003
FB4N,SMP728m,115,0.009,cb_intrinsic,acetylcholine,5,0,0.0
FB4N,ATL015,113,0.009,cb_intrinsic,acetylcholine,2,39,0.003
FB4N,AN19B019,110,0.009,ascending_neuron,acetylcholine,2,0,0.0
FB4N,CRE106,108,0.009,cb_intrinsic,acetylcholine,4,78,0.007
FB4N,CRE040,108,0.009,cb_intrinsic,gaba,2,148,0.013
FB4P_a,CB0951,73,0.009,cb_intrinsic,glutamate,6,0,0.0
FB4R,mALD4,61,0.009,cb_intrinsic,gaba,2,11,0.003
FB4R,CRE056,59,0.009,cb_intrinsic,gaba,8,18,0.004
FB4R,CRE030_b,58,0.009,cb_intrinsic,glutamate,2,18,0.004
FB4X,CB2550,82,0.009,cb_intrinsic,acetylcholine,5,0,0.0
FB4X,CRE060,79,0.009,cb_intrinsic,acetylcholine,2,19,0.002
FB4Y,CRE005,214,0.009,cb_intrinsic,acetylcholine,4,104,0.005
FB5AB,CRE025,105,0.009,cb_intrinsic,glutamate,2,74,0.008
FB5D,CRE050,61,0.009,cb_intrinsic,glutamate,2,30,0.006
FB5D,SMP026,60,0.009,cb_intrinsic,acetylcholine,2,28,0.005
FB5H,CB1357,73,0.009,cb_intrinsic,acetylcholine,11,0,0.0
FB5N,CL326,52,0.009,cb_intrinsic,acetylcholine,2,21,0.006
FB5N,SMP381_a,51,0.009,cb_intrinsic,acetylcholine,6,0,0.0
FB5V_a,CRE075,65,0.009,cb_intrinsic,glutamate,2,0,
FB5V_a,GNG104,63,0.009,cb_intrinsic,acetylcholine,2,0,
FB5V_a,CRE026,62,0.009,cb_intrinsic,glutamate,2,0,
FB5V_a,CB3052,61,0.009,cb_intrinsic,glutamate,2,0,
FB6A_c,CB1895,89,0.009,cb_intrinsic,acetylcholine,4,0,
FB6A_c,SMP399_b,82,0.009,cb_intrinsic,acetylcholine,4,0,
FB6C_b,CB2572,73,0.009,cb_intrinsic,acetylcholine,9,0,0.0
FB6C_b,OA-VPM3,71,0.009,cb_intrinsic,octopamine,2,62,0.013
FB6D,SMP355,55,0.009,cb_intrinsic,acetylcholine,4,37,0.006
FB6M,CB1983,60,0.009,cb_intrinsic,acetylcholine,6,0,0.0
FB6M,WED102,59,0.009,cb_intrinsic,glutamate,4,6,0.002
FB6U,CRE105,66,0.009,cb_intrinsic,acetylcholine,2,69,0.01
FB7E,SMP188,59,0.009,cb_intrinsic,acetylcholine,2,54,0.01
FB7I,LHPD2d2,66,0.009,cb_intrinsic,glutamate,2,19,0.003
FB7L,SLP355,74,0.009,cb_intrinsic,acetylcholine,2,32,0.005
FB8I,SMP199,50,0.009,cb_intrinsic,acetylcholine,2,29,0.01
FC2C,oviIN,418,0.009,cb_intrinsic,gaba,2,275,0.007
GLNO,WED011,88,0.009,cb_intrinsic,acetylcholine,2,31,0.007
LCNOp,OA-VPM3,61,0.009,cb_intrinsic,octopamine,2,98,0.016
LCNOp,LAL175,60,0.009,cb_intrinsic,acetylcholine,4,76,0.013
LCNOp,LAL109,59,0.009,cb_intrinsic,gaba,4,16,0.003
LCNOpm,LAL196,150,0.009,cb_intrinsic,acetylcholine,6,74,0.008
LNO1,LAL034,104,0.009,cb_intrinsic,acetylcholine,8,19,0.003
LNO1,LAL050,100,0.009,cb_intrinsic,gaba,8,41,0.006
LNO2,LAL015,181,0.009,cb_intrinsic,acetylcholine,2,90,0.008
LNO2,LAL016,177,0.009,cb_intrinsic,acetylcholine,2,86,0.008
LNO2,LAL303m,171,0.009,cb_intrinsic,acetylcholine,5,0,0.0
LNO2,LAL196,171,0.009,cb_intrinsic,acetylcholine,6,43,0.004
LNO2,CB3140,168,0.009,cb_intrinsic,acetylcholine,6,0,0.0
LPsP,OA-VUMa1,113,0.009,cb_intrinsic,octopamine,2,0,0.0
PEG,PS196_b,195,0.009,cb_intrinsic,acetylcholine,2,0,0.0
Delta7,OA-AL2i1,395,0.008,visual_centrifugal,unclear,2,0,0.0
EL,OLVC5,582,0.008,visual_centrifugal,acetylcholine,2,0,0.0
ER3w_a,AOTU046,77,0.008,cb_intrinsic,glutamate,4,116,0.012
ExR1,CB4183,460,0.008,cb_intrinsic,acetylcholine,4,0,0.0
ExR3,MeVC3,124,0.008,visual_centrifugal,acetylcholine,2,0,0.0
ExR3,aMe_TBD1,116,0.008,cb_intrinsic,gaba,2,0,0.0
ExR3,LAL104,115,0.008,cb_intrinsic,gaba,4,0,0.0
ExR6,VES087,168,0.008,cb_intrinsic,gaba,4,0,0.0
FB1G,LHPV6q1,55,0.008,cb_intrinsic,unclear,2,37,0.006
FB1H,SMP109,105,0.008,cb_intrinsic,acetylcholine,2,161,0.01
FB1H,CB2736,99,0.008,cb_intrinsic,glutamate,3,0,0.0
FB1H,LoVP80,98,0.008,visual_projection,acetylcholine,4,0,0.0
FB1H,SMP114,97,0.008,cb_intrinsic,glutamate,2,135,0.008
FB2A,SMP144,85,0.008,cb_intrinsic,glutamate,2,66,0.009
FB2A,WED094,78,0.008,cb_intrinsic,glutamate,5,18,0.002
FB2B_a,SMP177,73,0.008,cb_intrinsic,acetylcholine,2,55,0.007
FB2D,CB4112,143,0.008,cb_intrinsic,glutamate,11,0,0.0
FB2F_a,SMP091,54,0.008,cb_intrinsic,gaba,6,13,0.002
FB2G_b,CB2846,52,0.008,cb_intrinsic,acetylcholine,4,0,0.0
FB2K,SMP153_b,63,0.008,cb_intrinsic,acetylcholine,2,0,0.0
FB2K,LAL112,59,0.008,cb_intrinsic,gaba,4,16,0.003
FB2K,LAL141,59,0.008,cb_intrinsic,acetylcholine,2,37,0.007
FB2K,PLP221,57,0.008,cb_intrinsic,acetylcholine,2,0,0.0
FB3C,LAL055,77,0.008,cb_intrinsic,acetylcholine,2,1,0.0
FB4B,AVLP154,84,0.008,cb_intrinsic,acetylcholine,2,0,0.0
FB4B,LAL139,78,0.008,cb_intrinsic,gaba,2,35,0.005
FB4C,CB1897,99,0.008,cb_intrinsic,acetylcholine,8,0,0.0
FB4F_c,CRE005,58,0.008,cb_intrinsic,acetylcholine,4,0,
FB4F_c,PLP162,58,0.008,cb_intrinsic,acetylcholine,4,0,
FB4F_c,CRE107,58,0.008,cb_intrinsic,glutamate,2,0,
FB4K,LAL185,62,0.008,cb_intrinsic,acetylcholine,4,14,0.002
FB4K,LAL198,61,0.008,cb_intrinsic,acetylcholine,2,56,0.008
FB4L,SMP144,77,0.008,cb_intrinsic,glutamate,2,62,0.012
FB4L,AN07B004,75,0.008,ascending_neuron,acetylcholine,2,0,0.0
FB4M,LAL129,168,0.008,cb_intrinsic,acetylcholine,2,32,0.002
FB4M,LAL137,166,0.008,cb_intrinsic,acetylcholine,2,118,0.009
FB4M,PLP032,164,0.008,cb_intrinsic,acetylcholine,2,35,0.003
FB4M,LAL127,152,0.008,cb_intrinsic,gaba,4,22,0.002
FB4N,CRE095,103,0.008,cb_intrinsic,acetylcholine,7,52,0.005
FB4N,CRE013,95,0.008,cb_intrinsic,gaba,2,68,0.006
FB4N,CB1062,95,0.008,cb_intrinsic,glutamate,8,0,0.0
FB4O,SMP577,69,0.008,cb_intrinsic,acetylcholine,2,45,0.008
FB4O,MBON21,62,0.008,cb_intrinsic,acetylcholine,2,27,0.005
FB4P_a,LAL191,71,0.008,cb_intrinsic,acetylcholine,2,75,0.007
FB4R,SMP122,57,0.008,cb_intrinsic,glutamate,3,11,0.003
FB4R,CRE060,51,0.008,cb_intrinsic,acetylcholine,2,4,0.001
FB4X,CRE093,75,0.008,cb_intrinsic,acetylcholine,4,20,0.002
FB4X,SMP146,75,0.008,cb_intrinsic,gaba,2,115,0.014
FB4Y,LAL100,194,0.008,cb_intrinsic,gaba,2,151,0.007
FB5A,LAL152,191,0.008,cb_intrinsic,acetylcholine,2,0,0.0
FB5AB,LHAD2b1,104,0.008,cb_intrinsic,acetylcholine,2,132,0.014
FB5AB,CB1357,99,0.008,cb_intrinsic,acetylcholine,11,0,0.0
FB5AB,CRE054,96,0.008,cb_intrinsic,gaba,9,80,0.009
FB5AB,SIP019,95,0.008,cb_intrinsic,acetylcholine,2,16,0.002
FB5C,SIP067,50,0.008,cb_intrinsic,acetylcholine,2,14,0.003
FB5D,SMP152,59,0.008,cb_intrinsic,acetylcholine,2,28,0.005
FB5H,CB1841,69,0.008,cb_intrinsic,acetylcholine,4,0,0.0
FB5H,SMP405,68,0.008,cb_intrinsic,acetylcholine,4,16,0.002
FB5H,MBON15,65,0.008,cb_intrinsic,acetylcholine,4,15,0.002
FB5H,CRE068,64,0.008,cb_intrinsic,acetylcholine,4,9,0.001
FB5I,SIP047,62,0.008,cb_intrinsic,acetylcholine,10,29,0.004
FB5I,ATL002,61,0.008,cb_intrinsic,glutamate,2,77,0.009
FB5I,LHPV5g1_b,59,0.008,cb_intrinsic,acetylcholine,7,37,0.005
FB5Q,CRE076,51,0.008,cb_intrinsic,acetylcholine,2,27,0.005
FB5V_a,IB017,60,0.008,cb_intrinsic,acetylcholine,2,0,
FB5V_a,CL303,57,0.008,cb_intrinsic,acetylcholine,2,0,
FB5V_a,AVLP562,55,0.008,cb_intrinsic,acetylcholine,2,0,
FB5X,SMP593,77,0.008,cb_intrinsic,gaba,2,95,0.01
FB5X,PPL102,72,0.008,cb_intrinsic,dopamine,2,110,0.012
FB6A_a,SMP405,67,0.008,cb_intrinsic,acetylcholine,4,0,
FB6A_b,SIP076,51,0.008,cb_intrinsic,acetylcholine,20,0,
FB6A_c,SMP034,74,0.008,cb_intrinsic,glutamate,4,0,
FB6D,OA-VPM3,50,0.008,cb_intrinsic,octopamine,2,76,0.013
FB6M,WED103,55,0.008,cb_intrinsic,glutamate,12,33,0.009
FB6M,ATL013,50,0.008,cb_intrinsic,acetylcholine,4,36,0.01
FB7A,SMP379,61,0.008,cb_intrinsic,acetylcholine,2,41,0.007
FB7E,SMP355,56,0.008,cb_intrinsic,acetylcholine,4,26,0.005
FB7E,SMP257,53,0.008,cb_intrinsic,acetylcholine,2,27,0.005
FB7E,LoVP82,51,0.008,visual_projection,acetylcholine,4,0,0.0
FB8F_b,CB2398,51,0.008,cb_intrinsic,acetylcholine,5,0,0.0
FS4A,PRW074,119,0.008,cb_intrinsic,glutamate,2,0,0.0
FS4A,FB9B_a,110,0.008,cb_intrinsic,glutamate,4,80,0.006
GLNO,PS060,79,0.008,cb_intrinsic,gaba,2,17,0.004
IbSpsP,VES056,139,0.008,cb_intrinsic,acetylcholine,2,114,0.008
IbSpsP,AN07B037_b,136,0.008,ascending_neuron,acetylcholine,2,0,0.0
LCNOp,VES010,55,0.008,cb_intrinsic,gaba,2,33,0.005
LCNOpm,LAL053,144,0.008,cb_intrinsic,glutamate,2,39,0.004
LCNOpm,LAL110,137,0.008,cb_intrinsic,acetylcholine,10,73,0.008
LNO1,SIP064,85,0.008,cb_intrinsic,acetylcholine,2,33,0.005
LNO2,CB2037,154,0.008,cb_intrinsic,acetylcholine,6,0,0.0
LPsP,mALD4,99,0.008,cb_intrinsic,gaba,2,0,0.0
PFR_b,CRE004,208,0.008,cb_intrinsic,acetylcholine,2,71,0.002
hDeltaC,OA-VPM3,353,0.008,cb_intrinsic,octopamine,2,453,0.015
hDeltaD,FB9B_a,166,0.008,cb_intrinsic,glutamate,4,80,0.004
ER1_a,CB2523,67,0.007,cb_intrinsic,acetylcholine,3,0,0.0
ER1_b,WED057,75,0.007,cb_intrinsic,gaba,21,23,0.003
ExR1,TuBu04,386,0.007,cb_intrinsic,acetylcholine,12,135,0.003
ExR3,LAL085,109,0.007,cb_intrinsic,glutamate,4,0,0.0
ExR3,SLP359,107,0.007,cb_intrinsic,acetylcholine,4,94,0.006
ExR3,WED038,107,0.007,cb_intrinsic,glutamate,16,64,0.004
ExR3,LAL139,105,0.007,cb_intrinsic,gaba,2,49,0.003
ExR3,LHPV6q1,104,0.007,cb_intrinsic,unclear,2,127,0.008
ExR5,LoVP85,82,0.007,visual_projection,acetylcholine,2,0,0.0
ExR5,MeVP1,81,0.007,visual_projection,acetylcholine,122,0,0.0
ExR6,CB3135,151,0.007,cb_intrinsic,glutamate,3,0,0.0
ExR6,SMP370,138,0.007,cb_intrinsic,glutamate,2,81,0.006
FB1C,SIP064,97,0.007,cb_intrinsic,acetylcholine,2,28,0.003
FB1C,LAL047,95,0.007,cb_intrinsic,gaba,2,67,0.008
FB1C,aIPg_m2,95,0.007,cb_intrinsic,acetylcholine,4,0,0.0
FB1H,SMP157,95,0.007,cb_intrinsic,acetylcholine,2,77,0.005
FB1H,SMP568_c,90,0.007,cb_intrinsic,acetylcholine,4,39,0.002
FB1H,SMP744,87,0.007,cb_intrinsic,acetylcholine,2,0,0.0
FB1H,SMP048,85,0.007,cb_intrinsic,acetylcholine,2,164,0.01
FB2A,MBON33,74,0.007,cb_intrinsic,acetylcholine,2,33,0.004
FB2B_a,SMP237,66,0.007,cb_intrinsic,acetylcholine,2,32,0.004
FB2F_a,M_spPN5t10,50,0.007,cb_intrinsic,acetylcholine,2,13,0.002
FB2I_a,CL234,80,0.007,cb_intrinsic,glutamate,4,64,0.005
FB2K,CB2469,55,0.007,cb_intrinsic,gaba,6,0,0.0
FB2K,LHPV3a2,52,0.007,cb_intrinsic,acetylcholine,5,0,0.0
FB2K,PLP187,51,0.007,cb_intrinsic,acetylcholine,6,10,0.002
FB3A,OA-VUMa1,82,0.007,cb_intrinsic,octopamine,2,40,0.005
FB3C,WEDPN7C,61,0.007,cb_intrinsic,acetylcholine,5,11,0.002
FB4C,SMP376,87,0.007,cb_intrinsic,glutamate,2,87,0.008
FB4C,CRE025,82,0.007,cb_intrinsic,glutamate,2,35,0.003
FB4F_c,AVLP752m,53,0.007,cb_intrinsic,acetylcholine,6,0,
FB4F_c,CL166,51,0.007,cb_intrinsic,acetylcholine,5,0,
FB4F_c,LAL147_a,50,0.007,cb_intrinsic,glutamate,4,0,
FB4K,SLP278,55,0.007,cb_intrinsic,acetylcholine,2,27,0.004
FB4L,OLVC5,71,0.007,visual_centrifugal,acetylcholine,2,0,0.0
FB4L,CB1564,68,0.007,cb_intrinsic,acetylcholine,4,0,0.0
FB4L,MeTu4f,67,0.007,visual_projection,acetylcholine,56,0,0.0
FB4M,PS269,142,0.007,cb_intrinsic,acetylcholine,5,20,0.002
FB4M,LAL149,140,0.007,cb_intrinsic,glutamate,4,64,0.005
