type,n_cells,total_in,total_out
PRW068,2,4607,23246
PRW069,2,2739,12179
PRW070,2,9221,37106
PRW071,2,3889,12389
PRW072,2,4522,17454
PRW073,2,10591,21817
PRW074,2,1814,10885
PRW075,4,1312,19898
PS001,2,10182,17526
PS002,6,25019,37528
PS003,4,4954,16770
PS004,6,3467,13891
PS005_a,8,2584,8017
PS005_b,5,1472,4406
PS005_c,5,2594,8648
PS005_d,5,1384,6167
PS005_e,5,1787,8914
PS005_f,4,1303,6412
PS007,4,3653,11418
PS008_a1,2,532,2224
PS008_a2,4,870,3371
PS008_a3,2,489,2545
PS008_a4,3,778,2738
PS008_b,10,4012,7294
PS010,2,12777,18946
PS011,2,11108,19804
PS013,2,16151,21502
PS018_a,2,8959,14932
PS018_b,2,10764,14867
PS019,4,21630,23576
PS020,2,5210,12271
PS021,4,3038,6376
PS022,4,3589,5928
PS023,5,3101,9252
PS024,4,2276,7017
PS025,2,959,2538
PS026,4,4354,7730
PS027,2,5265,13768
PS029,2,4152,11742
PS030,2,2365,4968
PS031,2,2029,6485
PS032,4,3325,12768
PS033_a,4,3387,9576
PS033_b,2,918,1614
PS034,6,4243,10249
PS037,6,4405,5692
PS038,12,6025,14168
PS041,2,2892,12454
PS042,6,8882,18716
PS046,2,4466,20838
PS047_a,2,10259,37777
PS047_b,2,22839,61633
PS048_a,2,6065,36014
PS048_b,2,4083,11756
PS049,2,13937,25121
PS050,2,4077,13774
PS051,2,6111,21453
PS052,4,4981,25422
PS053,2,2156,16430
PS054,4,2752,9372
PS055,9,6993,24198
PS057,2,11175,14154
PS058,2,12304,28579
PS059,4,28852,31870
PS060,2,4032,17576
PS061,2,4938,26605
PS062,2,3631,18558
PS063,2,3929,14068
PS065,2,13299,27447
PS068,2,2006,15965
PS070,2,2490,2844
PS072,11,8781,16108
PS074,4,2645,5791
PS076,6,3610,18872
PS077,15,7676,24394
PS078,6,6378,4456
PS080,2,9152,11747
PS081,2,2704,8682
PS082,2,3490,8284
PS083_a,2,3998,10176
PS083_b,4,8220,20506
PS083_c,2,3423,12014
PS084,6,6925,20283
PS085,2,3084,9907
PS087,18,4015,15016
PS088,2,15734,47640
PS089,2,6148,19053
PS090,4,15936,23921
PS091,2,3766,8625
PS092,2,2588,5699
PS093,2,3588,7565
PS094,4,2557,6393
PS095,8,3864,12994
PS096,12,16136,37939
PS097,8,6715,13480
PS098,2,5532,32216
PS099_a,2,3953,21407
PS099_b,2,3523,16738
PS100,2,31231,27487
PS101,2,1956,4289
PS106,4,19837,18556
PS107,4,6139,16858
PS108,2,5346,14546
PS109,4,2493,8749
PS110,6,2294,5655
PS111,2,12084,16359
PS112,2,17101,17613
PS114,2,4086,12463
PS115,2,4093,23833
PS116,2,11247,22657
PS117_a,2,5431,14391
PS117_b,2,3551,19633
PS118,6,6649,18206
PS124,2,15646,49935
PS126,2,7126,26025
PS127,2,2595,15809
PS137,4,15289,30528
PS138,2,10876,7264
PS139,2,3404,8438
PS140,4,8238,13754
PS141,4,4275,8931
PS142,6,3442,8801
PS143,2,861,3328
PS146,4,8434,33293
PS148,6,4588,14362
PS149,2,1029,5321
PS150,9,3627,9619
PS153,12,2540,8357
PS156,2,7213,25828
PS157,2,4568,20355
PS158,2,4122,14676
PS159,2,2841,13008
PS160,2,3747,9525
PS161,2,1523,7559
PS164,4,11380,19373
PS170,2,2711,14173
PS171,2,5052,15772
PS172,2,7132,17621
PS173,2,3161,16871
PS174,2,3696,13369
PS175,2,5408,24737
PS176,2,1670,6898
PS177,2,1001,9569
PS178,2,2218,9420
PS180,2,10030,27438
PS181,2,12014,18422
PS182,2,4186,16976
PS183,2,4073,15642
PS185,2,3667,16742
PS186,2,2932,15464
PS187,2,3527,11966
PS188,7,8791,15867
PS191,4,2220,10610
PS192,4,2478,9039
PS193,2,1039,4385
PS193b,4,1555,6970
PS194,6,4875,6890
PS196_a,2,13368,52175
PS196_b,2,6165,39640
PS197,4,7971,38376
PS199,2,4662,16440
PS200,2,7889,7298
PS201,2,3534,16209
PS202,2,4381,16695
PS203,4,9962,22959
PS206,2,2365,5786
PS208,11,12416,26879
PS209,12,5983,37115
PS210,1,429,1124
PS213,2,4279,18639
PS214,2,2067,17194
PS215,2,1518,16395
PS217,2,5463,16110
PS220,4,6265,13123
PS221,8,11262,24375
PS224,2,929,5573
PS229,6,2374,21503
PS230,4,13344,26136
PS231,2,5180,16046
PS232,2,8491,18637
PS233,4,12780,25431
PS234,2,6753,23179
PS237,4,5204,11982
PS238,2,2843,7967
PS239,4,4449,13185
PS240,6,4475,25821
PS241,8,2967,8225
PS242,3,2462,11402
PS246,2,1104,4444
PS247,1,183,3974
PS248,2,3877,5932
PS249,2,4456,8964
PS252,5,6224,11968
PS253,2,1254,3226
PS258,2,740,4543
PS260,4,2498,9417
PS261,4,5865,18254
PS262,2,2076,7210
PS263,4,5133,16651
PS265,2,12135,23189
PS267,5,1782,9181
PS268,8,4330,19784
PS269,5,2507,12598
PS270,6,2914,15925
PS272,4,8731,25891
PS274,2,22050,20407
PS276,2,4251,22572
PS278,2,8945,16139
PS279,4,8929,14731
PS280,2,3353,13659
PS281,4,6193,7770
PS282,7,10597,14243
PS283,2,1503,3797
PS284,4,6386,7956
PS285,6,5774,15428
PS286,2,1173,3725
PS291,4,3687,22046
PS292,4,4200,26787
PS300,2,9891,15426
PS303,2,3716,14908
PS304,2,15712,31330
PS305,2,2268,19696
PS306,2,22023,28196
PS307,2,12330,36019
PS308,2,8043,12041
PS309,2,13154,23674
PS310,2,7167,12322
PS311,2,5720,12473
PS312,2,2752,12164
PS313,2,3812,9737
PS314,2,7425,11884
PS315,4,4471,11778
PS316,4,3413,4263
PS317,2,3059,9472
PS318,4,4611,15315
PS320,2,5718,6254
PS321,2,7583,16577
PS322,2,10554,23548
PS323,4,2305,2795
PS324,12,12800,2742
PS326,4,9155,70884
PS327,2,3166,22607
PS328,2,2135,2598
PS329,2,1059,1212
PS330,2,991,1525
PS331,6,3526,3451
PS333,4,4321,23617
PS334,2,2620,10606
PS335,15,2329,13790
PS336,4,7775,36108
PS337,2,884,3209
PS338,2,1175,3296
PS339,2,1058,3371
PS340,2,529,4139
PS341,4,1319,6470
PS342,2,135,666
PS343,4,1081,4148
PS344,2,852,2601
PS345,6,2475,9330
PS346,5,1827,4905
PS347_a,2,1927,10891
PS347_b,2,1484,12599
PS348,2,16106,976
PS349,2,12154,1044
PS350,3,1833,9396
PS351,4,2532,12615
PS352,2,2191,7944
PS353,10,10256,23243
PS354,2,1900,4083
PS355,2,8269,12676
PS356,4,9633,14658
PS357,12,2418,17382
PS358,2,2582,12418
PS359,2,4841,55804
PSI,2,12047,4182
PVLP001,2,2682,6090
PVLP002,2,10761,48544
PVLP003,2,5308,14536
PVLP004,16,53072,57610
PVLP005,15,12435,36115
PVLP007,11,39422,65154
PVLP008_a1,4,7883,9398
PVLP008_a2,4,5583,12298
PVLP008_a3,2,4548,6259
PVLP008_a4,2,4572,5541
PVLP008_b,4,8214,19768
PVLP008_c,12,16328,35668
PVLP009,3,2395,9806
PVLP010,2,38664,47688
PVLP011,2,84223,70469
PVLP012,4,13309,36795
PVLP013,2,42108,66483
PVLP014,2,8313,31215
PVLP015,2,18313,25787
PVLP016,2,22361,36727
PVLP017,2,27027,26158
PVLP018,2,24958,38607
PVLP019,2,6038,12213
PVLP020,2,8604,14932
PVLP021,4,14148,29555
PVLP022,3,13521,13472
PVLP024,3,11087,6253
PVLP025,4,55562,30891
PVLP026,2,8802,3572
PVLP027,2,9097,3213
PVLP028,4,10335,18946
PVLP030,2,4845,10406
PVLP031,4,10982,14169
PVLP033,9,6907,18017
PVLP034,10,19556,50331
PVLP036,6,33893,18372
PVLP037,7,36312,17683
PVLP037_unclear,2,11716,6928
PVLP046,14,9582,32754
PVLP046_unclear,1,373,1273
PVLP047,8,7542,21408
PVLP048,8,10090,25608
PVLP049,4,3538,10974
PVLP060,6,5059,13593
PVLP061,2,71401,74978
PVLP062,2,10868,13350
PVLP063,2,2160,5319
PVLP064,6,8623,21993
PVLP065,2,2644,5008
PVLP066,4,5774,13966
PVLP068,6,6035,15970
PVLP069,2,12012,28704
PVLP070,4,15903,49842
PVLP071,4,18588,20764
PVLP072,10,55714,56209
PVLP073,5,13383,25171
PVLP074,9,20509,37342
PVLP075,2,6656,9336
PVLP076,2,24027,34801
PVLP078,2,9631,9810
PVLP079,2,10319,11568
PVLP080_a,4,9544,20792
PVLP080_b,6,13652,35819
PVLP081,4,8373,17931
PVLP082,10,20037,44774
PVLP084,2,1976,5209
PVLP085,8,40663,36514
PVLP086,4,10711,18342
PVLP088,7,10322,36266
PVLP089,2,4395,10848
PVLP090,2,2315,8433
PVLP092,6,4128,12189
PVLP093,2,17933,54127
PVLP094,2,13662,13544
PVLP096,4,12583,21521
PVLP097,14,106819,93409
PVLP098,8,26474,61400
PVLP099,8,28377,32983
PVLP100,3,24306,17684
PVLP101,8,14285,33613
PVLP102,2,2619,9040
PVLP103,7,12602,22547
PVLP104,4,9344,15808
PVLP105,5,2882,11993
PVLP106,2,50013,57358
PVLP107,2,19489,42409
PVLP108,4,5795,18109
PVLP109,4,7981,19817
PVLP110,4,6199,9149
PVLP111,9,18287,36087
PVLP112,8,10138,22595
PVLP113,7,9881,14396
PVLP114,2,15870,29193
PVLP115,2,14721,14663
PVLP118,4,9274,32423
PVLP120,2,38073,39646
PVLP121,2,26058,28405
PVLP122,6,52441,47723
PVLP123,10,31616,31542
PVLP124,2,3756,4760
PVLP125,2,3794,9006
PVLP126_a,2,2914,4153
PVLP126_b,2,3559,5016
PVLP127,3,6580,8622
PVLP128,7,9478,12766
PVLP130,2,12248,26059
PVLP131,3,5934,16434
PVLP133,24,21212,48256
PVLP134,4,1500,5021
PVLP135,4,54346,42846
PVLP137,2,19346,29939
PVLP138,2,17835,22160
PVLP139,4,12133,29949
PVLP140,2,14365,28791
PVLP141,2,16507,23650
PVLP143,2,6030,15647
PVLP144,6,4868,28076
PVLP148,4,5546,20610
PVLP149,4,16316,59788
PVLP150,2,8913,21194
PVLP151,4,37748,46392
PVLP200m_a,2,2859,7050
PVLP200m_b,2,3596,6307
PVLP201m_a,2,4052,6534
PVLP201m_b,2,2819,6058
PVLP201m_c,2,2472,6118
PVLP201m_d,2,4597,6546
PVLP202m,6,5573,26304
PVLP203m,8,12457,42082
PVLP204m,6,9257,18529
PVLP205m,8,9657,29403
PVLP206m,4,7334,23283
PVLP207m,8,7303,24977
PVLP208m,3,4729,17668
PVLP209m,13,8993,26276
PVLP210m,6,8262,20668
PVLP211m_a,2,4494,15761
PVLP211m_b,2,4645,17787
PVLP211m_c,2,5004,18355
PVLP213m,4,2584,8276
PVLP214m,10,14311,60877
PVLP216m,4,1609,4103
PVLP217m,2,3811,10959
PhG10,2,1397,10454
PhG11,2,642,10014
PhG12,2,653,6898
PhG13,2,802,10004
PhG14,2,570,10100
PhG15,2,758,5385
PhG16,2,510,6599
PhG1a,2,2338,9394
PhG1b,2,2249,16622
PhG1c,4,2670,33075
PhG2,4,469,4965
PhG3,2,785,6410
PhG4,4,1471,17207
PhG5,2,948,10011
PhG6,2,971,7011
PhG7,4,854,8026
PhG8,4,1248,12599
PhG9,4,3641,28547
Pleural remotor/abductor MN,14,116960,2253
Pm1,246,339586,302207
Pm10,74,238605,381611
Pm11,4,132562,84183
Pm12,4,77504,205403
Pm13,2,27889,54188
Pm2a,219,728845,567457
Pm2b,124,533460,442227
Pm3,69,294825,352361
Pm4,168,551637,726745
Pm5,182,253473,256974
Pm6,50,109471,118631
Pm7,28,120873,96817
Pm7_Li28,2,7690,5371
Pm8,39,100512,163546
Pm9,54,193430,276879
Pm_unclear,1,2075,2106
R1-R6,3377,69312,515069
R7R8_unclear,85,767,1370
R7_unclear,404,38204,88316
R7d,82,10853,35789
R7p,332,35511,86830
R7y,482,48810,110005
R8_unclear,442,32267,128079
R8d,76,8306,21873
R8p,330,28423,114219
R8y,481,35832,162507
SA1_a,3,1706,2110
SA1_b,5,1921,3525
SA1_c,1,659,944
SA2_a,3,2195,2744
SA2_b,4,1845,3337
SA2_c,2,1009,1527
SA3,8,3562,8657
SAD001,10,8206,19657
SAD003,6,4280,13635
SAD004,10,16313,28547
SAD005,5,3811,13146
SAD006,6,3785,11013
SAD007,8,2623,10773
SAD008,6,2514,8089
SAD009,3,1841,5283
SAD010,2,5189,27195
SAD011,6,2155,5804
SAD012,4,2649,13379
SAD013,2,18829,26018
SAD014,4,7906,2635
SAD019,2,672,2322
SAD021,2,3805,6792
SAD021_a,6,12378,25755
SAD021_b,2,3341,8480
SAD021_c,4,8108,14695
SAD023,6,5294,9004
SAD030,7,4609,8386
SAD034,2,4763,16235
SAD035,2,4938,16632
SAD036,2,7537,18169
SAD040,4,4370,25923
SAD043,2,6058,26611
SAD044,4,6057,39179
SAD045,10,13297,37694
SAD046,4,2481,10216
SAD047,7,6530,13576
SAD049,2,7428,9715
SAD051_a,7,8212,46088
SAD051_b,7,7738,49174
SAD052,4,6001,31358
SAD053,2,8745,13952
SAD055,2,3859,14130
SAD057,12,6592,27492
SAD064,6,12491,18049
SAD070,2,4191,16443
SAD071,2,5546,20120
SAD072,2,4307,18189
SAD073,4,12579,16578
SAD074,2,1978,8618
SAD075,4,5924,9682
SAD076,2,7076,19580
SAD077,9,16690,27707
SAD078,6,8298,10554
SAD079,8,9339,13881
SAD080,3,3128,6181
SAD082,2,6031,29580
SAD084,2,4430,25433
SAD085,2,6772,24056
SAD091,1,3561,5967
SAD092,1,3448,1900
SAD093,2,8119,31365
SAD094,2,7096,20066
SAD096,1,3138,7717
SAD097,2,5560,17044
SAD098,2,7135,7956
SAD099,2,3671,7655
SAD100,2,2504,6903
SAD101,2,2570,8544
SAD103,1,6763,10663
SAD104,5,2295,6121
SAD105,2,2340,23297
SAD106,2,9547,30434
SAD107,2,5667,14418
SAD108,2,5866,18290
SAD109,1,1697,4604
SAD110,4,13900,26253
SAD111,2,9234,19626
SAD112_a,2,9849,14703
SAD112_b,2,11855,20190
SAD112_c,2,11825,20493
SAD113,4,12387,19246
SAD114,2,4537,8313
SAD115,1,643,3263
SAD116,4,4238,13013
SAD117,10,7741,15485
SAD200m,11,8076,26164
SAF,8,2538,5577
SApp,148,23005,229541
SApp01,19,4191,23327
"SApp02,SApp03",3,243,2210
SApp04,9,2258,49977
SApp05,3,207,2270
"SApp06,SApp15",37,8174,56725
SApp07,2,169,1308
SApp08,47,7266,62644
"SApp09,SApp22",74,14130,95523
SApp10,37,5416,123606
"SApp11,SApp18",8,1692,24521
SApp13,8,854,24575
SApp14,7,591,27977
SApp19,9,1367,28776
SApp20,2,591,2563
SApp21,3,1048,4788
SApp23,23,2401,21500
"SApp23,SNpp56",6,523,5602
SAxx01,13,2611,35151
SAxx02,12,4563,63590
SCL001m,11,7972,34034
SCL002m,10,6607,34982
SIP003_a,8,3871,13665
SIP003_b,8,3436,13727
SIP004,2,7021,14525
SIP005,4,900,4395
SIP006,2,799,4173
SIP007,2,519,3471
SIP011,8,2809,10511
SIP013,5,1468,6505
SIP015,8,4870,18777
SIP017,2,6800,16833
SIP018,2,3479,17791
SIP019,2,2463,11855
SIP020_a,4,5641,15866
SIP020_b,2,2412,8066
SIP020_c,2,2450,7106
SIP020b,1,397,2833
SIP021_a,4,1093,6973
SIP021_b,3,2239,8894
SIP022,2,3852,7912
SIP024,5,6263,22771
SIP025,2,6853,21826
SIP026,2,3008,11653
SIP027,7,2849,9784
SIP028,9,3138,9032
SIP029,2,5077,23903
SIP030,4,1991,8724
SIP031,2,2451,8592
SIP032,6,3422,14249
SIP033,4,2383,10193
SIP034,4,2329,6601
SIP037,6,2819,12904
SIP041,4,1287,6871
SIP042_a,6,3783,8518
SIP042_b,4,3055,8003
SIP045,4,1628,5431
SIP046,2,4246,33231
SIP047,10,3775,14759
SIP048,2,925,4911
SIP049,2,951,4886
SIP051,2,696,4344
SIP052,2,2939,12934
SIP053,10,4380,31037
SIP054,4,2477,7110
SIP057,2,787,4195
SIP064,2,4462,33744
SIP065,2,4496,19411
SIP066,4,5524,17036
SIP067,2,5160,22152
SIP069,3,2092,13395
SIP070,6,6169,19410
SIP071,6,4525,28124
SIP073,6,3261,11908
SIP074_a,2,1091,5399
SIP074_b,6,2412,12570
SIP075,6,2252,8300
SIP076,20,18715,71779
SIP077,4,3801,12531
SIP078,8,4498,15901
SIP080,6,1740,5492
SIP081,4,5223,19717
SIP086,2,2783,14996
SIP087,2,14080,15821
SIP088,2,3536,14653
SIP089,9,4599,10548
SIP090,1,1868,14004
SIP091,2,11282,20156
SIP100m,10,13263,35927
SIP101m,6,7920,28510
SIP102m,2,8866,33554
SIP103m,9,11667,35468
SIP104m,8,23397,18836
SIP105m,2,7781,30985
SIP106m,2,15174,20256
SIP107m,2,3883,23785
SIP108m,4,10312,16039
SIP109m,4,8809,15057
SIP110m_a,2,6140,10185
SIP110m_b,2,6046,10176
SIP111m,2,6538,11088
SIP112m,8,7972,23318
SIP113m,5,5714,13878
SIP115m,4,6182,13406
SIP116m,6,8723,27340
SIP117m,2,6134,24987
SIP118m,7,8251,19963
SIP119m,9,15875,24405
SIP121m,6,15891,15026
SIP122m,8,16817,23107
SIP123m,4,7602,11747
SIP124m,7,10982,14713
SIP126m_a,2,7625,13618
SIP126m_b,2,5601,12139
SIP128m,5,4621,16095
SIP130m,4,4204,13735
SIP132m,2,2642,15206
SIP133m,2,15396,32461
SIP135m,10,7189,23214
SIP136m,2,21154,46822
SIP137m_a,2,5454,14609
SIP137m_b,2,4102,12439
SIP140m,2,2991,5407
SIP141m,6,8996,15002
SIP142m,4,4035,13558
SIP143m,4,5433,9920
SIP145m,6,7529,20674
SIP146m,9,12396,26562
SIP147m,5,5883,13744
SLP001,2,818,5607
SLP002,8,4385,11990
SLP003,2,20279,59776
SLP004,2,9415,47828
SLP006,2,1888,7255
SLP007,4,1617,12950
SLP008,4,2458,7916
SLP011,2,3369,9407
SLP012,8,10494,21326
SLP015_b,4,2212,5305
SLP015_c,7,3921,8710
SLP016,2,618,4089
SLP017,3,2386,4234
SLP018,10,7365,21646
SLP019,6,4155,18792
SLP021,6,11457,15524
SLP022,2,971,6211
SLP024,21,9825,29078
SLP025,4,3455,6628
SLP026,5,1956,6589
SLP027,4,1253,5611
SLP028,9,3259,14841
SLP030,2,684,3436
SLP031,2,7131,37977
SLP032,2,6868,18191
SLP033,2,6524,17475
SLP034,2,3496,15712
SLP035,3,2104,9653
SLP036,10,8149,33398
SLP038,6,3978,12867
SLP040,6,2224,8202
SLP041,6,3224,12673
SLP042,5,2940,9514
SLP043,6,3191,10999
SLP044_a,3,1723,7746
SLP044_d,6,3752,11999
SLP046,2,757,3313
SLP047,2,1738,11512
SLP048,2,2002,7757
SLP056,2,17108,57618
SLP057,2,11526,40305
SLP058,2,2191,9112
SLP059,2,5949,21494
SLP060,2,11741,19777
SLP061,2,8037,23248
SLP062,4,5216,21817
SLP064,2,926,5444
SLP065,5,2192,16058
SLP066,2,5703,17227
SLP067,2,2860,16857
SLP068,2,5803,13138
SLP069,2,3940,17736
SLP070,2,5849,16922
SLP071,2,2600,11148
SLP072,2,2448,12453
SLP073,2,3823,9125
SLP074,2,2438,12622
SLP075,2,3060,10005
SLP076,4,2482,22694
SLP077,2,2309,10541
SLP078,4,2278,11088
SLP079,2,1417,4654
SLP080,2,4298,25110
SLP081,7,2520,13950
SLP082,18,5582,36759
SLP083,2,1409,7550
SLP085,4,1014,9523
SLP086,7,2269,17645
SLP087,8,2954,13884
SLP088_a,8,3352,14333
SLP088_b,4,1261,4228
SLP089,5,1506,6718
SLP094_a,4,2601,18328
SLP094_b,4,1827,12575
SLP094_c,2,2615,6449
SLP098,4,5530,23983
SLP099,2,2861,5369
SLP101,4,3061,7291
SLP102,8,2417,6484
SLP103,8,4332,13108
SLP104,6,3405,7727
SLP105,4,1468,3131
SLP106,4,937,3138
SLP109,4,1760,7484
SLP112,6,12055,15291
SLP113,6,7522,11062
SLP114,2,869,2726
SLP115,7,2627,8553
SLP116,2,629,2042
SLP118,2,1698,6871
SLP119,2,1538,4349
SLP120,2,1794,5180
SLP122,6,5248,16862
SLP122_b,2,1598,4904
SLP126,2,1308,8586
SLP128,6,4034,8200
SLP129_c,6,5361,16856
SLP130,2,7795,41225
SLP131,2,11687,30947
SLP132,2,8254,17955
SLP134,2,1925,6327
SLP136,2,1670,9165
SLP137,4,1305,7197
SLP138,3,1620,4806
SLP141,6,3385,10302
SLP142,8,4189,9704
SLP149,2,5510,8414
SLP150,2,3922,14416
SLP151,2,1795,3468
SLP152,8,7130,15757
SLP153,2,1427,5206
SLP155,2,1504,6978
SLP157,4,5236,9599
SLP158,6,4362,12755
SLP160,9,5389,20366
SLP162,9,5025,23460
SLP164,11,5860,11525
SLP168,2,1221,2669
SLP170,2,2026,7392
SLP171,6,8498,15834
SLP173,1,531,1999
SLP176,13,12027,28785
SLP178,4,2465,6295
SLP179_a,6,2474,6132
SLP179_b,12,10652,17403
SLP183,5,2429,4817
SLP184,2,482,4262
SLP186,5,2263,7410
SLP187,12,4483,17366
SLP188,14,9094,20190
SLP189,3,1751,5400
SLP189_a,2,802,3429
SLP189_b,8,3524,14238
SLP198,6,4381,7936
SLP199,8,5527,8647
SLP202,2,1664,14104
SLP204,7,2347,7101
SLP206,2,9002,23085
SLP207,2,3728,19116
SLP208,2,2569,14876
SLP209,2,5492,23638
SLP210,2,856,10971
SLP211,2,2479,5761
SLP212_a,2,6216,14400
SLP212_b,2,1977,7240
SLP212_c,2,6922,8702
SLP214,2,3429,8439
SLP215,2,6114,12180
SLP216,2,5031,23091
SLP217,8,6463,21290
SLP221,2,1503,9189
SLP222,4,5360,10391
SLP223,8,6774,35066
SLP224,7,5526,28123
SLP227,8,7961,15623
SLP228,4,4200,9221
SLP229,8,8287,16213
SLP230,2,10846,42639
SLP231,2,1487,11370
SLP234,2,2644,20815
SLP235,2,4644,30515
SLP236,2,2697,27398
SLP237,4,3216,20159
SLP238,2,3545,16046
SLP239,2,5517,19831
SLP240_a,5,3770,7729
SLP240_b,7,3688,8399
SLP241,9,5023,10166
SLP242,6,4500,14644
SLP243,2,6889,29755
SLP244,4,4374,28219
SLP245,6,2739,9511
SLP246,5,1043,4717
SLP247,2,3448,17875
SLP248,2,5501,17790
SLP249,4,5118,18665
SLP250,2,4178,17239
SLP251,2,2622,15490
SLP252_a,2,1787,8321
SLP252_b,2,1943,8752
SLP252_c,2,1245,6570
SLP255,2,2529,12486
SLP256,2,1817,8564
SLP257,2,1829,14687
SLP258,2,2746,13320
SLP259,4,7669,10096
SLP260,2,593,1123
SLP265,2,953,4317
SLP266,14,4841,12251
SLP267,10,4157,6006
SLP268,11,2982,13239
SLP269,2,3746,17749
SLP270,2,2706,14290
SLP271,2,3090,9864
SLP273,2,895,4389
SLP274,3,997,5709
SLP275,10,4190,21363
SLP278,2,6704,24343
SLP279,2,9160,19482
SLP281,2,2440,9059
"SLP283,SLP284",10,5440,10004
SLP285,12,5896,14116
SLP286,9,6631,18933
SLP287,4,1537,7829
SLP288,10,3768,16096
SLP289,11,3912,15270
SLP290,6,3936,8488
SLP291,5,863,6958
SLP295,10,3603,13461
SLP298,2,754,2584
SLP300,10,3682,8544
SLP302,4,942,2719
SLP304,4,6044,24843
SLP305,2,2653,13542
SLP307,1,269,2105
SLP308,4,1280,10739
SLP310,2,1345,4841
SLP311,4,1154,7228
SLP312,6,3695,9275
SLP313,4,3253,5426
SLP314,8,5484,13139
SLP315,2,1994,9209
SLP316,6,1564,16794
SLP319,2,516,3257
SLP320,5,1048,5350
SLP321,4,8460,35825
SLP322,7,2388,12405
SLP324,10,1648,11779
SLP327,4,7342,8974
SLP328,3,2736,9934
SLP330,5,2151,10905
SLP334,6,3075,17949
SLP337,6,2142,7946
SLP340,2,3633,6516
SLP341_a,2,1180,7955
SLP341_b,2,854,5563
SLP344,4,2174,4787
SLP345,5,1451,6630
SLP347,4,2678,7385
SLP354,2,407,1580
SLP355,2,2504,13421
SLP356,4,2888,10106
SLP358,2,3624,9550
SLP359,4,7022,13733
SLP360_a,2,5340,33414
SLP360_b,2,1641,6560
SLP360_c,2,1699,7055
SLP360_d,5,3413,23505
SLP361,4,4787,20105
SLP363,2,1753,11006
SLP364,4,2455,13934
SLP365,2,7023,17763
SLP366,2,3404,12488
SLP368,2,1622,8798
SLP369,12,7751,13996
SLP372,4,3640,8619
SLP373,2,3100,14045
SLP374,2,1606,8723
SLP375,4,1862,11989
SLP376,2,11561,12707
SLP377,2,7345,12758
SLP378,2,3181,15412
SLP379,2,3504,22464
SLP380,2,3976,16802
SLP381,2,2627,18780
SLP382,2,2474,15548
SLP383,2,1204,7937
SLP384,2,1966,9693
SLP385,2,2650,16194
SLP386,2,3349,10978
SLP387,2,3127,7322
SLP388,2,23787,30244
SLP389,2,6270,17672
SLP390,2,6563,15410
SLP391,2,9701,18544
SLP392,2,2783,13788
SLP393,2,1640,7302
SLP394,2,2508,8053
SLP395,2,2095,10170
SLP396,4,4978,13231
SLP397,2,3615,9230
SLP398,4,1976,6739
SLP400,5,5047,10308
SLP402_a,4,1665,7457
SLP402_b,2,1236,4197
SLP403,4,1749,10453
SLP404,2,3992,12344
SLP405,2,1832,7424
SLP405_a,13,6094,21971
SLP405_b,11,4910,23503
SLP405_c,6,6570,14889
SLP406,2,3542,12764
SLP411,2,6570,11598
SLP412_a,2,1309,5192
SLP412_b,2,1168,3204
SLP414,11,4830,9022
SLP421,10,21471,28363
SLP424,2,2863,4841
SLP429,2,2565,5466
SLP433,2,1343,5542
SLP435,2,3331,6867
SLP437,2,3136,9435
SLP438,4,8996,22590
SLP439,2,8106,21217
SLP440,2,14310,25933
SLP441,2,8805,15990
SLP442,2,3178,13341
SLP443,2,3514,8807
SLP444,4,2508,8855
SLP447,2,4636,15710
SLP450,6,3081,10684
SLP451,4,2498,7541
SLP455,2,4824,17339
SLP456,2,8516,24318
SLP457,4,10768,24987
SLP458,2,2191,10534
SLP459,1,1165,3673
SLP460,2,1030,9861
SLP461,2,2384,8858
SLP462,2,3204,22779
SLP463,4,1577,3656
SLP464,4,3805,15733
SLP465,4,1786,15258
SLP466,2,2796,7716
SLP467,6,6711,16863
SLP469,2,5939,17560
SLP470,2,8599,18963
SLP471,2,4695,22164
SLP472,2,1297,10367
SLP473,2,2696,8758
SMP001,2,4964,21872
SMP002,2,2613,7070
SMP004,2,2811,6989
SMP006,9,7684,38944
SMP007,8,4431,27578
SMP008,9,4547,32512
SMP009,2,1299,6232
SMP010,2,4964,20922
SMP011_a,2,4758,16132
SMP011_b,2,3635,15636
SMP012,4,7130,26936
SMP013,2,4916,12005
SMP014,2,6481,15540
SMP015,2,2540,12722
SMP016_a,5,1598,9112
SMP016_b,8,4707,11738
SMP017,4,2950,5625
SMP018,21,16051,36182
SMP019,9,4827,18532
SMP020,4,1930,12728
SMP021,6,3378,13601
SMP022,6,4367,10479
SMP024,2,569,3809
SMP025,10,6062,16022
SMP026,2,16178,26551
SMP027,2,2867,16223
SMP028,2,4723,13225
SMP030,2,1738,5112
SMP031,1,878,1995
SMP033,2,750,10797
SMP034,4,6442,12793
SMP035,2,785,3414
SMP036,2,3834,19024
SMP037,2,5360,11305
SMP038,2,3239,8905
SMP039,4,2315,4181
SMP040,2,4026,11874
SMP041,2,8115,14753
SMP042,2,8564,17184
SMP043,4,5846,13344
SMP044,2,3740,12989
SMP045,2,2367,11475
SMP046,2,2207,8528
SMP047,2,2002,7851
SMP048,2,10890,92441
SMP049,2,11618,42394
SMP050,2,6636,21170
SMP051,2,10354,11548
SMP052,4,19358,17948
SMP053,2,5799,12620
SMP054,2,11969,20114
SMP055,4,10384,30999
SMP056,2,5404,15587
