intermediate_body,intermediate_type,intermediate_superclass,pfl3_input,pfl2_input,pfl1_input,dn_body,dn_type,dn_instance,weight
521292,SMP145,cb_intrinsic,0,0,1,10366,DNp59,DNp59(CL247)_R,2
521292,SMP145,cb_intrinsic,0,0,1,10195,DNp29,DNp29(NPFP1)_R,2
521292,SMP145,cb_intrinsic,0,0,1,10800,DNbe007,DNbe007(VES042)_L,2
521292,SMP145,cb_intrinsic,0,0,1,11259,DNp68,DNp68(CL138)_R,2
14774,LT51,visual_projection,19,0,0,10030,pIP1,pIP1_L,2
14774,LT51,visual_projection,19,0,0,11288,MDN,MDN_L,2
14774,LT51,visual_projection,19,0,0,11002,DNae002,DNae002(DNa04)_L,2
14774,LT51,visual_projection,19,0,0,512071,DNae001,DNae001(DNa01)_L,2
14774,LT51,visual_projection,19,0,0,519460,DNa16,DNa16(PS014)_L,2
14774,LT51,visual_projection,19,0,0,519624,DNa03,DNa03_L,2
14774,LT51,visual_projection,19,0,0,519896,DNa06,DNa06(PS039)_L,2
14774,LT51,visual_projection,19,0,0,513711,DNa09,DNa09_L,2
521337,SMP369,cb_intrinsic,0,1,0,10384,DNp63,DNp63(PS113)_R,2
521337,SMP369,cb_intrinsic,0,1,0,800868,DNpe002,DNpe002(VES068)_R,2
14787,LAL163,cb_intrinsic,172,91,0,11302,DNg104,DNg104_R,2
14787,LAL163,cb_intrinsic,172,91,0,11392,DNa08,DNa08_R,2
14787,LAL163,cb_intrinsic,172,91,0,12039,DNge135,DNge135_R,2
14787,LAL163,cb_intrinsic,172,91,0,516170,DNa13,DNa13(LAL041)_R,2
14787,LAL163,cb_intrinsic,172,91,0,521624,DNpe023,DNpe023(LAL201)_R,2
520641,LAL113,cb_intrinsic,7,1,0,15720,DNge124,DNge124_L,2
520641,LAL113,cb_intrinsic,7,1,0,10295,DNg34,DNg34_L,2
14619,LAL052,cb_intrinsic,0,116,0,18607,DNpe037,DNpe037(CL338)_R,2
14619,LAL052,cb_intrinsic,0,116,0,10379,DNa10,DNa10_R,2
14619,LAL052,cb_intrinsic,0,116,0,11563,DNae001,DNae001(DNa01)_R,2
14619,LAL052,cb_intrinsic,0,116,0,10411,DNb09,DNb09(DNb01)_R,2
520613,LAL134,cb_intrinsic,21,24,0,521624,DNpe023,DNpe023(LAL201)_R,2
520613,LAL134,cb_intrinsic,21,24,0,13805,DNg97,DNg97_L,2
520613,LAL134,cb_intrinsic,21,24,0,13815,DNpe026,DNpe026(CL202)_R,2
520613,LAL134,cb_intrinsic,21,24,0,11742,DNp104,DNp104(CL324)_L,2
520613,LAL134,cb_intrinsic,21,24,0,11261,DNp54,DNp54(PS163)_L,2
520613,LAL134,cb_intrinsic,21,24,0,14885,DNpe040,DNpe040(CL320)_R,2
520613,LAL134,cb_intrinsic,21,24,0,11425,CB0429,CB0429_R,2
520613,LAL134,cb_intrinsic,21,24,0,11222,DNg111,DNg111(hb1573072464)_L,2
520581,EPG,cb_intrinsic,1,0,2,512245,DNc01,DNc01_R,2
520573,PFL2,cb_intrinsic,1,61,0,525960,DNa13,DNa13(LAL041)_L,2
520573,PFL2,cb_intrinsic,1,61,0,555726,DNa13,DNa13(LAL041)_L,2
520573,PFL2,cb_intrinsic,1,61,0,10763,MDN,MDN_R,2
14828,LAL055,cb_intrinsic,0,0,4,10384,DNp63,DNp63(PS113)_R,2
14828,LAL055,cb_intrinsic,0,0,4,517830,DNge030,DNge030_R,2
520485,DNpe016,descending_neuron,215,0,0,555871,DNpe017,DNpe017(hb1406000196)_R,2
520485,DNpe016,descending_neuron,215,0,0,564864,DNp19,DNp19_R,2
520485,DNpe016,descending_neuron,215,0,0,516680,DNg64,DNg64_R,2
520485,DNpe016,descending_neuron,215,0,0,20289,DNg02_g,DNg02_g_R,2
520485,DNpe016,descending_neuron,215,0,0,22462,DNg02_g,DNg02_g_R,2
520485,DNpe016,descending_neuron,215,0,0,14399,DNpe028,DNpe028(IB046)_R,2
520485,DNpe016,descending_neuron,215,0,0,13514,DNae008,DNae008(PS012)_R,2
520485,DNpe016,descending_neuron,215,0,0,14846,DNp39,DNp39(PS297)_R,2
520485,DNpe016,descending_neuron,215,0,0,15028,DNp41,DNp41(PS295)_R,2
520485,DNpe016,descending_neuron,215,0,0,12223,DNpe027,DNpe027(PS166)_R,2
520485,DNpe016,descending_neuron,215,0,0,12753,DNpe003,DNpe003(VES081)_R,2
520485,DNpe016,descending_neuron,215,0,0,11596,DNpe022,DNpe022(PS271)_R,2
520485,DNpe016,descending_neuron,215,0,0,11297,DNbe003,DNbe003(hb5813024933)_R,2
520485,DNpe016,descending_neuron,215,0,0,10752,DNp03,DNp03_L,2
520485,DNpe016,descending_neuron,215,0,0,10543,DNa16,DNa16(PS014)_R,2
520485,DNpe016,descending_neuron,215,0,0,10026,DNp18,DNp18_R,2
14840,LAL101,cb_intrinsic,260,0,0,11625,DNae005,DNae005(VES009)_R,2
14840,LAL101,cb_intrinsic,260,0,0,12771,DNge135,DNge135_L,2
520472,SMP371_b,cb_intrinsic,0,0,2,351504,DNge094,DNge094_R,2
520472,SMP371_b,cb_intrinsic,0,0,2,10823,DNp48,DNp48(SMP462)_R,2
520468,ExR3,cb_intrinsic,0,0,4,11505,DNp54,DNp54(PS163)_R,2
520391,PS139,cb_intrinsic,2,1,0,522345,DNpe037,DNpe037(CL338)_L,2
520391,PS139,cb_intrinsic,2,1,0,519228,DNae005,DNae005(VES009)_L,2
520391,PS139,cb_intrinsic,2,1,0,28602,DNg01_b,DNg01_b_L,2
520391,PS139,cb_intrinsic,2,1,0,10527,DNpe017,DNpe017(hb1406000196)_L,2
520391,PS139,cb_intrinsic,2,1,0,10048,DNp18,DNp18_L,2
520388,PS010,cb_intrinsic,26,246,0,15575,DNge030,DNge030_L,2
520388,PS010,cb_intrinsic,26,246,0,13509,DNa08,DNa08_L,2
520388,PS010,cb_intrinsic,26,246,0,11380,DNp14,DNp14(SMP585)_L,2
520388,PS010,cb_intrinsic,26,246,0,10118,DNb05,DNb05_L,2
521525,LAL126,cb_intrinsic,270,1,0,11232,DNde003,DNde003(LAL106)_L,2
521525,LAL126,cb_intrinsic,270,1,0,10975,DNa03,DNa03_R,2
521525,LAL126,cb_intrinsic,270,1,0,10834,DNpe013,DNpe013(PS168)_L,2
521525,LAL126,cb_intrinsic,270,1,0,11288,MDN,MDN_L,2
521525,LAL126,cb_intrinsic,270,1,0,11410,DNpe023,DNpe023(LAL201)_L,2
521525,LAL126,cb_intrinsic,270,1,0,12348,MDN,MDN_L,2
521525,LAL126,cb_intrinsic,270,1,0,55546,DNg01_c,DNg01_c_L,2
521525,LAL126,cb_intrinsic,270,1,0,24987,DNpe012_b,DNpe012_b(PS227)_L,2
521527,LAL073,cb_intrinsic,32,607,6,10360,DNa02,DNa02_R,2
521527,LAL073,cb_intrinsic,32,607,6,12348,MDN,MDN_L,2
521527,LAL073,cb_intrinsic,32,607,6,11563,DNae001,DNae001(DNa01)_R,2
520366,LAL130,cb_intrinsic,21,7,0,521262,DNae002,DNae002(DNa04)_R,2
520366,LAL130,cb_intrinsic,21,7,0,10038,pIP1,pIP1_R,2
520366,LAL130,cb_intrinsic,21,7,0,10449,DNpe025,DNpe025(PVLP145)_L,2
521529,LAL084,cb_intrinsic,4,21,1,10544,DNg88,DNg88_R,2
521529,LAL084,cb_intrinsic,4,21,1,11314,DNae003,DNae003(PS040)_R,2
521529,LAL084,cb_intrinsic,4,21,1,10711,DNb07,DNb07(PS067)_L,2
521529,LAL084,cb_intrinsic,4,21,1,11028,DNb09,DNb09(DNb01)_L,2
521529,LAL084,cb_intrinsic,4,21,1,11916,DNbe005,DNbe005(PS069)_R,2
521529,LAL084,cb_intrinsic,4,21,1,29854,DNpe015,DNpe015_R,2
521529,LAL084,cb_intrinsic,4,21,1,523769,DNa02,DNa02_L,2
521529,LAL084,cb_intrinsic,4,21,1,516170,DNa13,DNa13(LAL041)_R,2
521529,LAL084,cb_intrinsic,4,21,1,524412,DNa06,DNa06(PS039)_R,2
520337,CRE074,cb_intrinsic,1,1,1,555726,DNa13,DNa13(LAL041)_L,2
520337,CRE074,cb_intrinsic,1,1,1,519624,DNa03,DNa03_L,2
520337,CRE074,cb_intrinsic,1,1,1,11410,DNpe023,DNpe023(LAL201)_L,2
520337,CRE074,cb_intrinsic,1,1,1,11222,DNg111,DNg111(hb1573072464)_L,2
520337,CRE074,cb_intrinsic,1,1,1,11261,DNp54,DNp54(PS163)_L,2
520199,LAL194,cb_intrinsic,60,0,0,521197,DNp56,DNp56(VES055)_R,2
520199,LAL194,cb_intrinsic,60,0,0,27525,DNge094,DNge094_L,2
520199,LAL194,cb_intrinsic,60,0,0,10760,DNa01,DNa01(VES006)_R,2
520199,LAL194,cb_intrinsic,60,0,0,10975,DNa03,DNa03_R,2
520194,PS304,cb_intrinsic,165,0,0,514489,DNg49,DNg49(hb1405978277)_R,2
520194,PS304,cb_intrinsic,165,0,0,67982,DNge013,DNge013_R,2
520194,PS304,cb_intrinsic,165,0,0,28961,DNge116,DNge116_R,2
520194,PS304,cb_intrinsic,165,0,0,15047,DNge184,DNge184_R,2
520194,PS304,cb_intrinsic,165,0,0,12995,DNde003,DNde003(LAL106)_R,2
520194,PS304,cb_intrinsic,165,0,0,12512,DNge010,DNge010_R,2
520194,PS304,cb_intrinsic,165,0,0,11233,DNa11,DNa11(VES008)_R,2
520194,PS304,cb_intrinsic,165,0,0,10873,DNg39,DNg39_R,2
520194,PS304,cb_intrinsic,165,0,0,10506,DNg37,DNg37_R,2
520194,PS304,cb_intrinsic,165,0,0,10838,DNde005,DNde005(VES028)_R,2
520194,PS304,cb_intrinsic,165,0,0,10543,DNa16,DNa16(PS014)_R,2
520194,PS304,cb_intrinsic,165,0,0,10216,DNge037,DNge037_R,2
521624,DNpe023,descending_neuron,1,1,0,10228,DNp06,DNp06_L,2
521624,DNpe023,descending_neuron,1,1,0,10442,DNa01,DNa01(VES006)_L,2
521624,DNpe023,descending_neuron,1,1,0,10760,DNa01,DNa01(VES006)_R,2
521624,DNpe023,descending_neuron,1,1,0,10895,DNg90,DNg90(hb1467707486)_R,2
521624,DNpe023,descending_neuron,1,1,0,11613,DNp45,DNp45(PVLP117)_L,2
521624,DNpe023,descending_neuron,1,1,0,12000,DNge099,DNge099_L,2
521624,DNpe023,descending_neuron,1,1,0,12075,DNb08,DNb08(VES083)_R,2
521624,DNpe023,descending_neuron,1,1,0,12044,DNb08,DNb08(VES082)_R,2
521624,DNpe023,descending_neuron,1,1,0,12447,DNge124,DNge124_R,2
521624,DNpe023,descending_neuron,1,1,0,12995,DNde003,DNde003(LAL106)_R,2
521624,DNpe023,descending_neuron,1,1,0,14096,DNpe003,DNpe003(VES081)_R,2
521624,DNpe023,descending_neuron,1,1,0,20418,DNpe053,DNpe053(SMP454)_R,2
521624,DNpe023,descending_neuron,1,1,0,256420,DNge050,DNge050_R,2
521624,DNpe023,descending_neuron,1,1,0,516680,DNg64,DNg64_R,2
521624,DNpe023,descending_neuron,1,1,0,519773,DNge119,DNge119_R,2
521624,DNpe023,descending_neuron,1,1,0,519896,DNa06,DNa06(PS039)_L,2
521650,AOTU033,cb_intrinsic,5,0,0,10090,aSP22,aSP22(DNa12)_L,2
521650,AOTU033,cb_intrinsic,5,0,0,523769,DNa02,DNa02_L,2
14937,SIP004,cb_intrinsic,0,0,3,10384,DNp63,DNp63(PS113)_R,2
521698,LAL156_a,cb_intrinsic,0,0,34,10063,DNp27,DNp27_R,2
521698,LAL156_a,cb_intrinsic,0,0,34,10884,DNa15,DNa15(PS017)_L,2
521698,LAL156_a,cb_intrinsic,0,0,34,13065,DNge084,DNge084_L,2
521698,LAL156_a,cb_intrinsic,0,0,34,27170,DNge017,DNge017_L,2
14986,LAL010,cb_intrinsic,193,137,0,10442,DNa01,DNa01(VES006)_L,2
14986,LAL010,cb_intrinsic,193,137,0,11074,DNg13,DNg13_L,2
14986,LAL010,cb_intrinsic,193,137,0,11057,DNbe004,DNbe004(PS066)_L,2
14986,LAL010,cb_intrinsic,193,137,0,12550,DNb08,DNb08(VES082)_L,2
14986,LAL010,cb_intrinsic,193,137,0,11814,DNa04,DNa04(PS015)_L,2
14986,LAL010,cb_intrinsic,193,137,0,17199,DNg82,DNg82_L,2
14986,LAL010,cb_intrinsic,193,137,0,55546,DNg01_c,DNg01_c_L,2
14986,LAL010,cb_intrinsic,193,137,0,512071,DNae001,DNae001(DNa01)_L,2
519982,VES071,cb_intrinsic,1,0,0,523769,DNa02,DNa02_L,2
519982,VES071,cb_intrinsic,1,0,0,800868,DNpe002,DNpe002(VES068)_R,2
519982,VES071,cb_intrinsic,1,0,0,15326,DNg109,DNg109_L,2
519982,VES071,cb_intrinsic,1,0,0,12044,DNb08,DNb08(VES082)_R,2
519982,VES071,cb_intrinsic,1,0,0,11410,DNpe023,DNpe023(LAL201)_L,2
519982,VES071,cb_intrinsic,1,0,0,11332,MDN,MDN_R,2
519982,VES071,cb_intrinsic,1,0,0,12447,DNge124,DNge124_R,2
519982,VES071,cb_intrinsic,1,0,0,10544,DNg88,DNg88_R,2
519982,VES071,cb_intrinsic,1,0,0,10221,DNge037,DNge037_L,2
519982,VES071,cb_intrinsic,1,0,0,10805,DNb02,DNb02_R,2
14493,VES071,cb_intrinsic,1,0,0,531859,DNpe022,DNpe022(PS271)_L,2
14493,VES071,cb_intrinsic,1,0,0,512071,DNae001,DNae001(DNa01)_L,2
14493,VES071,cb_intrinsic,1,0,0,515029,DNpe027,DNpe027(PS166)_L,2
14493,VES071,cb_intrinsic,1,0,0,10360,DNa02,DNa02_R,2
14493,VES071,cb_intrinsic,1,0,0,11222,DNg111,DNg111(hb1573072464)_L,2
14493,VES071,cb_intrinsic,1,0,0,11232,DNde003,DNde003(LAL106)_L,2
14493,VES071,cb_intrinsic,1,0,0,10045,DNg100,DNg100_L,2
519947,PPM1205,cb_intrinsic,1,0,0,11955,DNae010,DNae010(PS016)_L,2
519947,PPM1205,cb_intrinsic,1,0,0,12610,DNg102,DNg102_L,2
519947,PPM1205,cb_intrinsic,1,0,0,11028,DNb09,DNb09(DNb01)_L,2
519947,PPM1205,cb_intrinsic,1,0,0,11111,DNbe003,DNbe003(hb5813024933)_L,2
519947,PPM1205,cb_intrinsic,1,0,0,10856,DNge129,DNge129_R,2
519945,PS300,cb_intrinsic,4,0,0,513711,DNa09,DNa09_L,2
519945,PS300,cb_intrinsic,4,0,0,90235,DNp17,DNp17(DNp16/17)_R,2
519945,PS300,cb_intrinsic,4,0,0,258513,DNge093,DNge093_R,2
519945,PS300,cb_intrinsic,4,0,0,22158,DNpe012_b,DNpe012_b(DNp16)_R,2
519945,PS300,cb_intrinsic,4,0,0,39735,DNg03,DNg03_R,2
519945,PS300,cb_intrinsic,4,0,0,32263,DNpe008,DNpe008(PS225)_R,2
519945,PS300,cb_intrinsic,4,0,0,29188,DNge108,DNge108_R,2
519945,PS300,cb_intrinsic,4,0,0,30503,DNpe015,DNpe015_R,2
519945,PS300,cb_intrinsic,4,0,0,16119,DNpe014,DNpe014_L,2
519945,PS300,cb_intrinsic,4,0,0,12421,DNpe055,DNpe055(PS167)_L,2
519944,LAL124,cb_intrinsic,21,0,0,521262,DNae002,DNae002(DNa04)_R,2
519944,LAL124,cb_intrinsic,21,0,0,555726,DNa13,DNa13(LAL041)_L,2
519944,LAL124,cb_intrinsic,21,0,0,519624,DNa03,DNa03_L,2
519944,LAL124,cb_intrinsic,21,0,0,12670,DNg71,DNg71_R,2
519944,LAL124,cb_intrinsic,21,0,0,12635,DNg19,DNg19_L,2
519944,LAL124,cb_intrinsic,21,0,0,11074,DNg13,DNg13_L,2
519944,LAL124,cb_intrinsic,21,0,0,11820,DNge123,DNge123_L,2
519944,LAL124,cb_intrinsic,21,0,0,11830,DNa05,DNa05(PS028)_R,2
519944,LAL124,cb_intrinsic,21,0,0,11288,MDN,MDN_L,2
519944,LAL124,cb_intrinsic,21,0,0,10763,MDN,MDN_R,2
519925,LAL040,cb_intrinsic,671,4,0,555871,DNpe017,DNpe017(hb1406000196)_R,2
519925,LAL040,cb_intrinsic,671,4,0,92936,DNge083,DNge083_L,2
519925,LAL040,cb_intrinsic,671,4,0,12189,DNb08,DNb08(VES083)_L,2
519925,LAL040,cb_intrinsic,671,4,0,11770,DNae010,DNae010(PS016)_R,2
519925,LAL040,cb_intrinsic,671,4,0,12550,DNb08,DNb08(VES082)_L,2
519925,LAL040,cb_intrinsic,671,4,0,11505,DNp54,DNp54(PS163)_R,2
519925,LAL040,cb_intrinsic,671,4,0,10030,pIP1,pIP1_L,2
521778,SMP052,cb_intrinsic,0,39,0,10286,DNpe053,DNpe053(SMP454)_L,2
521778,SMP052,cb_intrinsic,0,39,0,10783,DNp09,DNp09_L,2
521778,SMP052,cb_intrinsic,0,39,0,12039,DNge135,DNge135_R,2
521778,SMP052,cb_intrinsic,0,39,0,11674,DNp68,DNp68(CL138)_L,2
521778,SMP052,cb_intrinsic,0,39,0,11410,DNpe023,DNpe023(LAL201)_L,2
521778,SMP052,cb_intrinsic,0,39,0,523378,DNae008,DNae008(PS012)_L,2
521778,SMP052,cb_intrinsic,0,39,0,525960,DNa13,DNa13(LAL041)_L,2
521780,SMP057,cb_intrinsic,0,0,2,15491,DNpe028,DNpe028(IB046)_L,2
521780,SMP057,cb_intrinsic,0,0,2,20418,DNpe053,DNpe053(SMP454)_R,2
15026,SMP013,cb_intrinsic,3,0,0,11610,DNae007,DNae007(VES009)_R,2
15026,SMP013,cb_intrinsic,3,0,0,11647,DNpe006,DNpe006(CL330)_R,2
521815,VES054,cb_intrinsic,739,2,1,10580,DNp70,DNp70(CL305)_L,2
521815,VES054,cb_intrinsic,739,2,1,11505,DNp54,DNp54(PS163)_R,2
521815,VES054,cb_intrinsic,739,2,1,10800,DNbe007,DNbe007(VES042)_L,2
521815,VES054,cb_intrinsic,739,2,1,11334,DNpe045,DNpe045(DNp23)_R,2
521815,VES054,cb_intrinsic,739,2,1,14096,DNpe003,DNpe003(VES081)_R,2
521815,VES054,cb_intrinsic,739,2,1,519773,DNge119,DNge119_R,2
521815,VES054,cb_intrinsic,739,2,1,536048,DNp27,DNp27_L,2
519895,LAL145,cb_intrinsic,0,1,0,12771,DNge135,DNge135_L,2
519892,LAL043_c,cb_intrinsic,7,0,0,12223,DNpe027,DNpe027(PS166)_R,2
519866,SMP142,cb_intrinsic,2,0,1,15491,DNpe028,DNpe028(IB046)_L,2
519866,SMP142,cb_intrinsic,2,0,1,12151,DNge138,DNge138_M,2
519866,SMP142,cb_intrinsic,2,0,1,11261,DNp54,DNp54(PS163)_L,2
519866,SMP142,cb_intrinsic,2,0,1,11246,DNbe006,DNbe006_L,2
519866,SMP142,cb_intrinsic,2,0,1,10844,DNge053,DNge053_L,2
521978,SMP382,cb_intrinsic,0,0,2,10342,DNc02,DNc02(SIFa)_R,2
521978,SMP382,cb_intrinsic,0,0,2,10823,DNp48,DNp48(SMP462)_R,2
519724,LAL014,cb_intrinsic,83,312,0,519896,DNa06,DNa06(PS039)_L,2
519724,LAL014,cb_intrinsic,83,312,0,519460,DNa16,DNa16(PS014)_L,2
519724,LAL014,cb_intrinsic,83,312,0,12771,DNge135,DNge135_L,2
519724,LAL014,cb_intrinsic,83,312,0,10442,DNa01,DNa01(VES006)_L,2
519724,LAL014,cb_intrinsic,83,312,0,10783,DNp09,DNp09_L,2
519724,LAL014,cb_intrinsic,83,312,0,10856,DNge129,DNge129_R,2
522337,IB109,cb_intrinsic,0,1,0,10366,DNp59,DNp59(CL247)_R,2
522337,IB109,cb_intrinsic,0,1,0,10957,DNp69,DNp69(CL304)_R,2
522337,IB109,cb_intrinsic,0,1,0,10543,DNa16,DNa16(PS014)_R,2
522337,IB109,cb_intrinsic,0,1,0,11944,DNpe026,DNpe026(CL202)_L,2
522337,IB109,cb_intrinsic,0,1,0,15575,DNge030,DNge030_L,2
522337,IB109,cb_intrinsic,0,1,0,26049,DNg02_a,DNg02_a_R,2
15083,LAL131,cb_intrinsic,9,14,0,523769,DNa02,DNa02_L,2
15089,LT51,visual_projection,75,0,0,802893,DNpe016,DNpe016(PS211)_L,2
519624,DNa03,descending_neuron,251,830,0,803433,DNp57,DNp57(PS195)_R,2
519624,DNa03,descending_neuron,251,830,0,32832,DNg05_c,DNg05_c_L,2
519624,DNa03,descending_neuron,251,830,0,19084,DNge029,DNge029_L,2
519624,DNa03,descending_neuron,251,830,0,26672,DNpe012_b,DNpe012_b(PS227)_L,2
519624,DNa03,descending_neuron,251,830,0,21149,DNg107,DNg107_L,2
519624,DNa03,descending_neuron,251,830,0,11261,DNp54,DNp54(PS163)_L,2
519624,DNa03,descending_neuron,251,830,0,10654,DNb01,DNb01_L,2
519624,DNa03,descending_neuron,251,830,0,10711,DNb07,DNb07(PS067)_L,2
519624,DNa03,descending_neuron,251,830,0,10106,DNp11,DNp11_R,2
519624,DNa03,descending_neuron,251,830,0,10221,DNge037,DNge037_L,2
519461,LAL018,cb_intrinsic,87,10,0,521190,DNae007,DNae007(VES009)_L,2
519461,LAL018,cb_intrinsic,87,10,0,13254,"DNp51,DNpe019","DNp51,DNpe019(PS296)_L",2
519461,LAL018,cb_intrinsic,87,10,0,11554,DNp63,DNp63(PS113)_L,2
519461,LAL018,cb_intrinsic,87,10,0,11074,DNg13,DNg13_L,2
519461,LAL018,cb_intrinsic,87,10,0,10834,DNpe013,DNpe013(PS168)_L,2
15151,LAL101,cb_intrinsic,237,0,2,14234,DNg64,DNg64_L,2
15151,LAL101,cb_intrinsic,237,0,2,519624,DNa03,DNa03_L,2
522706,LAL207,cb_intrinsic,0,3,0,10710,DNg102,DNg102_R,2
522734,SMP457,cb_intrinsic,0,0,2,14387,DNge151,DNge151_M,2
522734,SMP457,cb_intrinsic,0,0,2,56214,DNg03,DNg03_R,2
522734,SMP457,cb_intrinsic,0,0,2,12869,DNge098,DNge098_L,2
522734,SMP457,cb_intrinsic,0,0,2,33333,DNg02_g,DNg02_g_L,2
522738,LAL196,cb_intrinsic,0,11,0,12348,MDN,MDN_L,2
522738,LAL196,cb_intrinsic,0,11,0,14247,DNge127,DNge127_R,2
519398,SMP048,cb_intrinsic,0,14,0,536048,DNp27,DNp27_L,2
519398,SMP048,cb_intrinsic,0,14,0,515029,DNpe027,DNpe027(PS166)_L,2
519398,SMP048,cb_intrinsic,0,14,0,49624,DNg03,DNg03_L,2
519398,SMP048,cb_intrinsic,0,14,0,39248,DNg03,DNg03_L,2
519398,SMP048,cb_intrinsic,0,14,0,39735,DNg03,DNg03_R,2
519398,SMP048,cb_intrinsic,0,14,0,37025,DNg03,DNg03_R,2
519398,SMP048,cb_intrinsic,0,14,0,15047,DNge184,DNge184_R,2
519398,SMP048,cb_intrinsic,0,14,0,14399,DNpe028,DNpe028(IB046)_R,2
519398,SMP048,cb_intrinsic,0,14,0,15491,DNpe028,DNpe028(IB046)_L,2
519398,SMP048,cb_intrinsic,0,14,0,13585,DNg34,DNg34_R,2
519398,SMP048,cb_intrinsic,0,14,0,10674,DNp59,DNp59(CL247)_L,2
519398,SMP048,cb_intrinsic,0,14,0,10449,DNpe025,DNpe025(PVLP145)_L,2
519398,SMP048,cb_intrinsic,0,14,0,10295,DNg34,DNg34_L,2
519398,SMP048,cb_intrinsic,0,14,0,10366,DNp59,DNp59(CL247)_R,2
519350,PFL1,cb_intrinsic,1,0,33,12102,DNp38,DNp38_R,2
519348,PFL1,cb_intrinsic,1,0,27,12102,DNp38,DNp38_R,2
522807,LAL134,cb_intrinsic,4,8,0,10366,DNp59,DNp59(CL247)_R,2
522807,LAL134,cb_intrinsic,4,8,0,11006,DNge129,DNge129_L,2
522807,LAL134,cb_intrinsic,4,8,0,13442,DNg33,DNg33_R,2
522807,LAL134,cb_intrinsic,4,8,0,12151,DNge138,DNge138_M,2
522807,LAL134,cb_intrinsic,4,8,0,11425,CB0429,CB0429_R,2
522807,LAL134,cb_intrinsic,4,8,0,512006,DNg13,DNg13_R,2
522807,LAL134,cb_intrinsic,4,8,0,521317,DNp104,DNp104(CL324)_R,2
522807,LAL134,cb_intrinsic,4,8,0,524968,DNp32,DNp32_R,2
522828,LHCENT3,cb_intrinsic,30,0,0,10813,DNp43,DNp43(CL332)_R,2
519230,LAL045,cb_intrinsic,134,1,0,519624,DNa03,DNa03_L,2
519230,LAL045,cb_intrinsic,134,1,0,14213,DNge060,DNge060_L,2
519230,LAL045,cb_intrinsic,134,1,0,12771,DNge135,DNge135_L,2
519230,LAL045,cb_intrinsic,134,1,0,12000,DNge099,DNge099_L,2
519230,LAL045,cb_intrinsic,134,1,0,12136,DNg102,DNg102_L,2
519230,LAL045,cb_intrinsic,134,1,0,12223,DNpe027,DNpe027(PS166)_R,2
519230,LAL045,cb_intrinsic,134,1,0,11111,DNbe003,DNbe003(hb5813024933)_L,2
519230,LAL045,cb_intrinsic,134,1,0,10286,DNpe053,DNpe053(SMP454)_L,2
522838,ATL028,cb_intrinsic,123,2,1,555472,DNae009,DNae009(PS009)_L,2
522853,PFL2,cb_intrinsic,6,66,1,11233,DNa11,DNa11(VES008)_R,2
522853,PFL2,cb_intrinsic,6,66,1,11246,DNbe006,DNbe006_L,2
522853,PFL2,cb_intrinsic,6,66,1,11066,DNa13,DNa13(LAL041)_R,2
519132,CRE011,cb_intrinsic,45,0,0,523769,DNa02,DNa02_L,2
519132,CRE011,cb_intrinsic,45,0,0,12249,DNg104,DNg104_L,2
519132,CRE011,cb_intrinsic,45,0,0,10360,DNa02,DNa02_R,2
519129,LAL010,cb_intrinsic,126,103,1,524470,DNbe001,DNbe001(PS103)_R,2
519129,LAL010,cb_intrinsic,126,103,1,13615,DNbe006,DNbe006_R,2
519129,LAL010,cb_intrinsic,126,103,1,12670,DNg71,DNg71_R,2
519129,LAL010,cb_intrinsic,126,103,1,12075,DNb08,DNb08(VES083)_R,2
519129,LAL010,cb_intrinsic,126,103,1,10760,DNa01,DNa01(VES006)_R,2
519129,LAL010,cb_intrinsic,126,103,1,10460,DNa09,DNa09_R,2
519129,LAL010,cb_intrinsic,126,103,1,10837,DNa15,DNa15(PS017)_R,2
519129,LAL010,cb_intrinsic,126,103,1,10026,DNp18,DNp18_R,2
519128,MBON27,cb_intrinsic,0,19,0,11288,MDN,MDN_L,2
519128,MBON27,cb_intrinsic,0,19,0,10360,DNa02,DNa02_R,2
519128,MBON27,cb_intrinsic,0,19,0,11121,DNp52,DNp52(CRE101)_L,2
519093,LAL114,cb_intrinsic,3,1,0,10654,DNb01,DNb01_L,2
518907,ATL025,cb_intrinsic,0,0,2,25205,DNg92_b,DNg92_b_L,2
523018,PLP232,cb_intrinsic,0,0,2,10727,DNpe002,DNpe002(VES068)_L,2
523018,PLP232,cb_intrinsic,0,0,2,522961,DNp47,DNp47(PS293)_L,2
518505,CRE026,cb_intrinsic,0,0,3,13615,DNbe006,DNbe006_R,2
14276,LAL195,cb_intrinsic,17,0,3,63701,DNd02,DNd02(SAD039)_R,2
14276,LAL195,cb_intrinsic,17,0,3,531132,DNge073,DNge073_L,2
14276,LAL195,cb_intrinsic,17,0,3,520300,DNg75,DNg75(hb1874217622)_R,2
14276,LAL195,cb_intrinsic,17,0,3,13570,DNge063,DNge063_L,2
14276,LAL195,cb_intrinsic,17,0,3,12750,DNge136,DNge136_R,2
14276,LAL195,cb_intrinsic,17,0,3,10283,DNp103,DNp103(PVLP119)_R,2
14276,LAL195,cb_intrinsic,17,0,3,10856,DNge129,DNge129_R,2
15361,VES011,cb_intrinsic,45,0,0,10304,DNge041,DNge041_R,2
15361,VES011,cb_intrinsic,45,0,0,10873,DNg39,DNg39_R,2
15361,VES011,cb_intrinsic,45,0,0,10151,DNge103,DNge103_R,2
