intermediate_body,intermediate_type,intermediate_superclass,pfl3_input,pfl2_input,pfl1_input,dn_body,dn_type,dn_instance,weight
11495,PS059,cb_intrinsic,1,0,0,13922,DNb02,DNb02_R,14
14192,LAL051,cb_intrinsic,2,1,0,11232,DNde003,DNde003(LAL106)_L,14
163096,LAL090,cb_intrinsic,4,71,0,520485,DNpe016,DNpe016(PS211)_R,14
75433,CL185,cb_intrinsic,0,0,1,11392,DNa08,DNa08_R,14
75433,CL185,cb_intrinsic,0,0,1,10280,DNp47,DNp47(PS293)_R,14
521815,VES054,cb_intrinsic,739,2,1,11575,DNge049,DNge049_R,14
521815,VES054,cb_intrinsic,739,2,1,10853,DNge049,DNge049_L,14
18403,LAL175,cb_intrinsic,8,29,0,11002,DNae002,DNae002(DNa04)_L,14
35228,AOTU001,cb_intrinsic,0,1,0,555726,DNa13,DNa13(LAL041)_L,14
533368,AN10B005,ascending_neuron,0,0,1,522345,DNpe037,DNpe037(CL338)_L,14
533368,AN10B005,ascending_neuron,0,0,1,267327,DNge089,DNge089_R,14
14681,PS231,cb_intrinsic,8,306,0,11057,DNbe004,DNbe004(PS066)_L,14
521525,LAL126,cb_intrinsic,270,1,0,27800,DNpe012_a,DNpe012_a_L,14
98545,LAL136_a,cb_intrinsic,10,1,0,11002,DNae002,DNae002(DNa04)_L,14
11286,SIP126m_a,cb_intrinsic,1,1,0,11066,DNa13,DNa13(LAL041)_R,14
18851,PFL3,cb_intrinsic,47,1,0,11002,DNae002,DNae002(DNa04)_L,14
11286,SIP126m_a,cb_intrinsic,1,1,0,516170,DNa13,DNa13(LAL041)_R,14
83696,SMP016_b,cb_intrinsic,0,3,1,10672,DNae009,DNae009(PS009)_R,14
37588,LAL021,cb_intrinsic,17,0,0,512006,DNg13,DNg13_R,14
532909,LAL123,cb_intrinsic,144,14,1,12995,DNde003,DNde003(LAL106)_R,14
532909,LAL123,cb_intrinsic,144,14,1,10975,DNa03,DNa03_R,14
511776,LAL084,cb_intrinsic,0,40,0,575669,DNg71,DNg71_L,14
56988,LAL188_b,cb_intrinsic,0,0,1,12362,DNpe055,DNpe055(PS167)_R,14
10070,AOTU019,cb_intrinsic,1016,1,3,10752,DNp03,DNp03_L,14
10070,AOTU019,cb_intrinsic,1016,1,3,14264,DNde003,DNde003(LAL107)_R,14
12974,LAL182,cb_intrinsic,3,0,1,11177,DNp09,DNp09_R,14
532909,LAL123,cb_intrinsic,144,14,1,14264,DNde003,DNde003(LAL107)_R,14
33289,LAL074,cb_intrinsic,10,66,4,12670,DNg71,DNg71_R,14
33289,LAL074,cb_intrinsic,10,66,4,14832,"DNp51,DNpe019","DNp51,DNpe019(PS296)_R",14
36878,AOTU002_c,cb_intrinsic,1,0,0,512006,DNg13,DNg13_R,14
12095,PS099_b,cb_intrinsic,1,0,0,16191,DNb03,DNb03_L,14
11682,LHCENT10,cb_intrinsic,0,0,3,10504,DNp62,DNp62(DSKMP1B)_R,14
351504,DNge094,descending_neuron,0,0,2,11876,DNae003,DNae003(PS040)_L,14
12166,CB0244,cb_intrinsic,15,0,0,10895,DNg90,DNg90(hb1467707486)_R,14
525960,DNa13,descending_neuron,0,6,0,11410,DNpe023,DNpe023(LAL201)_L,14
519461,LAL018,cb_intrinsic,87,10,0,525960,DNa13,DNa13(LAL041)_L,14
519461,LAL018,cb_intrinsic,87,10,0,12189,DNb08,DNb08(VES083)_L,14
240951,LAL086,cb_intrinsic,0,0,185,11028,DNb09,DNb09(DNb01)_L,14
15937,VES059,cb_intrinsic,187,111,0,10727,DNpe002,DNpe002(VES068)_L,14
17953,AOTU002_c,cb_intrinsic,1,0,0,513711,DNa09,DNa09_L,14
20076,LAL022,cb_intrinsic,15,0,1,12133,DNbe005,DNbe005(PS069)_L,14
511797,LoVC11,visual_centrifugal,1,346,0,11020,DNp05,DNp05_R,14
16003,LAL194,cb_intrinsic,117,0,0,11297,DNbe003,DNbe003(hb5813024933)_R,14
12157,CL333,cb_intrinsic,0,1,0,10045,DNg100,DNg100_L,14
521191,VES005,cb_intrinsic,377,2,0,11057,DNbe004,DNbe004(PS066)_L,14
519624,DNa03,descending_neuron,251,830,0,11554,DNp63,DNp63(PS113)_L,14
10759,DNb01,descending_neuron,309,0,0,68005,DNg82,DNg82_L,14
119161,SMP451,cb_intrinsic,0,0,1,10366,DNp59,DNp59(CL247)_R,14
19009,PFL3,cb_intrinsic,41,0,1,11246,DNbe006,DNbe006_L,14
230783,DNg97,descending_neuron,127,0,0,12214,DNg109,DNg109_R,14
230783,DNg97,descending_neuron,127,0,0,11111,DNbe003,DNbe003(hb5813024933)_L,14
63923,LAL113,cb_intrinsic,5,3,0,12348,MDN,MDN_L,14
25831,WED083,cb_intrinsic,0,0,9,512720,DNge016,DNge016_L,14
11779,LAL190,cb_intrinsic,192,1,0,15072,DNpe004,DNpe004_L,14
13534,LC33,visual_projection,0,11,2,519896,DNa06,DNa06(PS039)_L,14
570381,SMP110,cb_intrinsic,0,0,1,10710,DNg102,DNg102_R,14
530667,LAL024,cb_intrinsic,0,0,6,10971,DNa11,DNa11(VES008)_L,14
13942,SIP126m_b,cb_intrinsic,2,0,0,12348,MDN,MDN_L,14
20418,DNpe053,descending_neuron,0,0,1,14151,DNp24,DNp24_R,14
522738,LAL196,cb_intrinsic,0,11,0,10360,DNa02,DNa02_R,14
10763,MDN,descending_neuron,0,30,0,12214,DNg109,DNg109_R,14
118264,LAL021,cb_intrinsic,21,1,0,12670,DNg71,DNg71_R,14
11712,PLP019,cb_intrinsic,8,0,0,16369,DNg01_b,DNg01_b_R,14
70595,PS018_b,cb_intrinsic,227,3,0,11846,DNp102,DNp102(PS212)_L,14
11712,PLP019,cb_intrinsic,8,0,0,11365,DNbe007,DNbe007(VES042)_R,14
11712,PLP019,cb_intrinsic,8,0,0,10245,DNp36,DNp36(CL342)_R,14
44739,PS018_b,cb_intrinsic,221,1,0,14569,DNg04,DNg04_R,14
44739,PS018_b,cb_intrinsic,221,1,0,18183,DNg02_f,DNg02_f_R,14
14729,PFL2,cb_intrinsic,6,57,0,11028,DNb09,DNb09(DNb01)_L,14
567101,PFL3,cb_intrinsic,43,1,6,11246,DNbe006,DNbe006_L,14
11182,DNp101,descending_neuron,0,0,1,12039,DNge135,DNge135_R,14
11182,DNp101,descending_neuron,0,0,1,14936,DNge052,DNge052_R,14
11182,DNp101,descending_neuron,0,0,1,12136,DNg102,DNg102_L,14
515029,DNpe027,descending_neuron,1,0,0,12085,DNge136,DNge136_L,14
519346,PFL3,cb_intrinsic,28,3,6,13805,DNg97,DNg97_L,14
555727,LAL119,cb_intrinsic,0,15,0,13952,DNg63,DNg63_L,14
155446,(untyped),cb_intrinsic,7,0,0,14846,DNp39,DNp39(PS297)_R,14
44309,LAL061,cb_intrinsic,0,0,1,10384,DNp63,DNp63(PS113)_R,14
10517,LAL124,cb_intrinsic,20,0,0,12348,MDN,MDN_L,14
90885,LAL020,cb_intrinsic,2,0,0,13615,DNbe006,DNbe006_R,14
74119,IB020,cb_intrinsic,73,0,0,10985,DNbe004,DNbe004(PS066)_R,14
10110,OA-VUMa1,cb_intrinsic,9,15,0,12995,DNde003,DNde003(LAL106)_R,14
23611,SMP489,cb_intrinsic,0,0,1,11425,CB0429,CB0429_R,14
10110,OA-VUMa1,cb_intrinsic,9,15,0,11074,DNg13,DNg13_L,14
10110,OA-VUMa1,cb_intrinsic,9,15,0,11410,DNpe023,DNpe023(LAL201)_L,14
10110,OA-VUMa1,cb_intrinsic,9,15,0,10975,DNa03,DNa03_R,14
11795,LAL083,cb_intrinsic,377,0,0,10411,DNb09,DNb09(DNb01)_R,14
521698,LAL156_a,cb_intrinsic,0,0,34,512720,DNge016,DNge016_L,14
10654,DNb01,descending_neuron,444,0,0,10411,DNb09,DNb09(DNb01)_R,14
520903,AOTU002_b,cb_intrinsic,2,0,0,13615,DNbe006,DNbe006_R,14
516170,DNa13,descending_neuron,0,1,0,521624,DNpe023,DNpe023(LAL201)_R,14
13773,VES018,cb_intrinsic,4,0,0,11365,DNbe007,DNbe007(VES042)_R,14
530021,PS026,cb_intrinsic,0,2,0,513711,DNa09,DNa09_L,14
523032,PFL3,cb_intrinsic,51,5,0,521262,DNae002,DNae002(DNa04)_R,14
43442,LAL056,cb_intrinsic,0,0,2,10654,DNb01,DNb01_L,14
520573,PFL2,cb_intrinsic,1,61,0,10411,DNb09,DNb09(DNb01)_R,14
20729,WED084,cb_intrinsic,0,0,15,512720,DNge016,DNge016_L,14
20729,WED084,cb_intrinsic,0,0,15,19038,DNg106,DNg106_L,14
29860,PS049,cb_intrinsic,1,2,0,10388,DNp13,DNp13_R,14
13805,DNg97,descending_neuron,174,0,0,10192,DNg75,DNg75(hb1874217622)_L,14
13805,DNg97,descending_neuron,174,0,0,531132,DNge073,DNge073_L,14
18803,PFL3,cb_intrinsic,31,0,2,802893,DNpe016,DNpe016(PS211)_L,14
512662,CRE013,cb_intrinsic,21,0,0,12995,DNde003,DNde003(LAL106)_R,14
12565,VES018,cb_intrinsic,3,0,0,519228,DNae005,DNae005(VES009)_L,14
531732,LAL047,cb_intrinsic,0,0,1949,515575,DNp26,DNp26_R,14
11213,CB0244,cb_intrinsic,1,0,0,10856,DNge129,DNge129_R,14
11213,CB0244,cb_intrinsic,1,0,0,15995,DNge013,DNge013_L,14
529568,DNp39,descending_neuron,62,0,0,11737,DNge073,DNge073_R,14
512493,(untyped),cb_intrinsic,1,31,0,13615,DNbe006,DNbe006_R,14
10041,OA-VUMa1,cb_intrinsic,20,28,0,13805,DNg97,DNg97_L,14
518378,PFL3,cb_intrinsic,22,0,2,230783,DNg97,DNg97_R,14
12724,LAL014,cb_intrinsic,54,152,0,11288,MDN,MDN_L,14
518378,PFL3,cb_intrinsic,22,0,2,802893,DNpe016,DNpe016(PS211)_L,14
12724,LAL014,cb_intrinsic,54,152,0,10411,DNb09,DNb09(DNb01)_R,14
110035,WED096,cb_intrinsic,0,0,9,14247,DNge127,DNge127_R,14
512258,LAL013,cb_intrinsic,0,2,1,11410,DNpe023,DNpe023(LAL201)_L,14
512390,LAL113,cb_intrinsic,5,3,0,11332,MDN,MDN_R,14
12273,PS233,cb_intrinsic,0,7,0,12362,DNpe055,DNpe055(PS167)_R,14
10041,OA-VUMa1,cb_intrinsic,20,28,0,11232,DNde003,DNde003(LAL106)_L,14
11846,DNp102,descending_neuron,99,0,0,13008,DNge140,DNge140_L,14
520641,LAL113,cb_intrinsic,7,1,0,512071,DNae001,DNae001(DNa01)_L,14
10238,PLP012,cb_intrinsic,1,10,0,28602,DNg01_b,DNg01_b_L,14
10238,PLP012,cb_intrinsic,1,10,0,11814,DNa04,DNa04(PS015)_L,14
10360,DNa02,descending_neuron,380,5,0,10054,DNpe013,DNpe013(PS168)_R,14
10360,DNa02,descending_neuron,380,5,0,520300,DNg75,DNg75(hb1874217622)_R,14
12278,PS010,cb_intrinsic,10,178,0,10264,DNp31,DNp31_R,14
14067,DNpe003,descending_neuron,2,0,0,11223,DNg79,DNg79_L,14
15689,LAL160,cb_intrinsic,0,47,0,521624,DNpe023,DNpe023(LAL201)_R,14
23159,PFL3,cb_intrinsic,43,4,6,802893,DNpe016,DNpe016(PS211)_L,14
13450,LAL100,cb_intrinsic,13,60,1,10654,DNb01,DNb01_L,14
17290,PFL3,cb_intrinsic,37,1,3,13805,DNg97,DNg97_L,14
89545,LAL301m,cb_intrinsic,1,0,0,10979,DNge103,DNge103_L,14
104531,LAL090,cb_intrinsic,2,62,0,802893,DNpe016,DNpe016(PS211)_L,14
13778,PS233,cb_intrinsic,0,1,0,10384,DNp63,DNp63(PS113)_R,14
13778,PS233,cb_intrinsic,0,1,0,28602,DNg01_b,DNg01_b_L,14
103686,AOTU001,cb_intrinsic,0,3,0,11770,DNae010,DNae010(PS016)_R,14
31330,PS049,cb_intrinsic,4,1,0,11410,DNpe023,DNpe023(LAL201)_L,14
12348,MDN,descending_neuron,0,25,0,10760,DNa01,DNa01(VES006)_R,14
11012,LAL157,cb_intrinsic,0,0,1,10543,DNa16,DNa16(PS014)_R,14
11028,DNb09,descending_neuron,17,111,0,230783,DNg97,DNg97_R,14
12938,PS011,cb_intrinsic,19,0,0,10304,DNge041,DNge041_R,14
513266,PFL3,cb_intrinsic,29,0,2,11246,DNbe006,DNbe006_L,14
11004,LAL194,cb_intrinsic,106,0,0,11074,DNg13,DNg13_L,14
11233,DNa11,descending_neuron,0,7,0,10837,DNa15,DNa15(PS017)_R,14
13009,PLP012,cb_intrinsic,3,3,0,10264,DNp31,DNp31_R,14
11371,PS013,cb_intrinsic,133,0,0,16829,DNb03,DNb03_R,14
13009,PLP012,cb_intrinsic,3,3,0,11596,DNpe022,DNpe022(PS271)_R,14
18303,PS203,cb_intrinsic,0,1,0,525960,DNa13,DNa13(LAL041)_L,14
529641,LAL018,cb_intrinsic,111,19,0,12044,DNb08,DNb08(VES082)_R,14
10136,PS304,cb_intrinsic,92,0,0,10056,DNg100,DNg100_R,14
52091,CB2425,cb_intrinsic,0,0,4,11028,DNb09,DNb09(DNb01)_L,14
529641,LAL018,cb_intrinsic,111,19,0,15847,DNg107,DNg107_R,14
10136,PS304,cb_intrinsic,92,0,0,11078,DNg96,DNg96_L,14
141703,AOTU001,cb_intrinsic,0,2,0,521262,DNae002,DNae002(DNa04)_R,14
200284,LAL040,cb_intrinsic,550,0,0,11554,DNp63,DNp63(PS113)_L,14
24366,SMP459,cb_intrinsic,0,1,0,11742,DNp104,DNp104(CL324)_L,14
520194,PS304,cb_intrinsic,165,0,0,11706,DNg111,DNg111(hb1573072464)_R,14
11245,LAL156_a,cb_intrinsic,2,0,65,555871,DNpe017,DNpe017(hb1406000196)_R,13
13009,PLP012,cb_intrinsic,3,3,0,12348,MDN,MDN_L,13
520485,DNpe016,descending_neuron,215,0,0,11314,DNae003,DNae003(PS040)_R,13
515231,PS026,cb_intrinsic,40,0,0,523769,DNa02,DNa02_L,13
12166,CB0244,cb_intrinsic,15,0,0,256420,DNge050,DNge050_R,13
11945,CRE100,cb_intrinsic,2,54,0,11466,DNge149,DNge149_M,13
200284,LAL040,cb_intrinsic,550,0,0,11706,DNg111,DNg111(hb1573072464)_R,13
12166,CB0244,cb_intrinsic,15,0,0,10296,DNge054,DNge054_R,13
14200,PS018_a,cb_intrinsic,14,29,0,10805,DNb02,DNb02_R,13
512390,LAL113,cb_intrinsic,5,3,0,11563,DNae001,DNae001(DNa01)_R,13
10975,DNa03,descending_neuron,217,741,0,16369,DNg01_b,DNg01_b_R,13
14137,LAL195,cb_intrinsic,21,1,1,10394,DNg98,DNg98_L,13
45568,CB2447,cb_intrinsic,0,0,6,161406,"DNp51,DNpe019","DNp51,DNpe019(PS296)_L",13
520641,LAL113,cb_intrinsic,7,1,0,11288,MDN,MDN_L,13
10975,DNa03,descending_neuron,217,741,0,11411,DNg31,DNg31_R,13
200284,LAL040,cb_intrinsic,550,0,0,55546,DNg01_c,DNg01_c_L,13
131221,SMP016_b,cb_intrinsic,0,7,0,555472,DNae009,DNae009(PS009)_L,13
35322,PFL3,cb_intrinsic,31,0,1,11846,DNp102,DNp102(PS212)_L,13
13877,LAL159,cb_intrinsic,37,78,0,11121,DNp52,DNp52(CRE101)_L,13
11004,LAL194,cb_intrinsic,106,0,0,10727,DNpe002,DNpe002(VES068)_L,13
11004,LAL194,cb_intrinsic,106,0,0,11425,CB0429,CB0429_R,13
513032,PFL3,cb_intrinsic,19,1,2,13615,DNbe006,DNbe006_R,13
25791,CRE015,cb_intrinsic,0,0,16,524412,DNa06,DNa06(PS039)_R,13
11028,DNb09,descending_neuron,17,111,0,295340,DNg02_c,DNg02_c_R,13
525958,PLP060,cb_intrinsic,0,6,0,10010,DNp01,DNp01(GF)_L,13
